DOG NAME_x,LINK,SEX,AGE,WEIGHT,BREED MIXES_x,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,month,year,ID,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,TRANSPORT DATE,ALTERED,HW,FT,C,Date of Birth,Adopted On,MIX_x,AGE MEASURE,SECONDARY BREED_x,SPAYED/NEUTERED,COLOR_FIXED,multi_color,num_colors,contains_black,contains_white,contains_yellow,WEIGHT2,Age at Adoption (days),DOG NAME_y,BREED MIXES_y,SECONDARY BREED_y,MIX_y,BREED_MIXES_FIXED,is_retriever,is_shepherd,is_other_breed,MIX_FIXED,MIX_BOOL
Xena (2 shot),,Female,10,12/14/2014 0:00,Labrador Retriever,Black,,,,,,2014,MTHY-FD-14-0347,,,,,,,No,,,,2014-03-29,Mix,weeks as of 3/6/14,,No,black,0.0,1.0,1.0,0.0,0.0,,,Xena (2 shot),Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Xerxes (2 shot),,Male,10,12/14/2014 0:00,Labrador Retriever,Tan,,,,,,2014,MTHY-MD-14-0348,,,,,,,No,,,,2014-03-30,Mix,weeks as of 3/6/14,,No,tan,0.0,1.0,0.0,0.0,1.0,,,Xerxes (2 shot),Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Yancy,http://www.petfinder.com/petdetail/29225455/,Male,4.5,17,Silky Terrier,tan,,,,,,2014,MTHY-MD-14-0548,,Easy first dog clavamox for a UTI and URI as well as otomax for ear infection,,,,,No,,,,2014-05-25,Mix,years,Shih Tzu,Yes,tan,0.0,1.0,0.0,0.0,1.0,17.0,,Yancy,Silky Terrier,Shih Tzu,Mix,Silky Terrier,0.0,0.0,1.0,Mix,1.0
Yogi,,Male,3,90,Shepherd,"Brown, Tan w/ White",,,,,,2014,FLRN-MD-14-0399,,,,,,,No,,,,2014-04-05,Mix,years,Australian Shepherd,Yes,"brown, tan, white",1.0,3.0,0.0,1.0,1.0,90.0,,Yogi,Shepherd,Australian Shepherd,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Zack (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7068634&key=Mqr6gy1W,Male,6,4,golden/chow mix,black,Y,,,,,2014,MTHY-MD-14-0638,,puppy screen,,,,,,,,,,,,,,black,0.0,1.0,1.0,0.0,0.0,4.0,,Zack (2 shot),golden/chow mix,,,"Golden, Chow Mix",0.0,0.0,1.0,Mix,1.0
Zaniel,http://www.petfinder.com/petdetail/27887603/,Male,1,9,Dachshund,Orange w/ White,Required,,,,,2014,PICK-MD-14-0038,,Very shy chi mix; no kids; snappy when scared; must have 2nd dog,,,,,No,,,,2014-02-02,Mix,year,Chihuahua,Yes,"orange, white",1.0,2.0,0.0,1.0,0.0,9.0,,Zaniel,Dachshund,Chihuahua,Mix,Dachshund,0.0,0.0,1.0,Mix,1.0
Zaphira,http://www.petfinder.com/petdetail/28290560/,Female,2,27,Shepherd,Tan,see notes,no cats,,,,2014,PRCO-FD-14-0204,,"shy with people, great with dogs. lunges at cats on walks. needs 2nd dog or a stay-at-home adopter.",,,,,No,,,,2014-03-20,Mix,years,,Yes,tan,0.0,1.0,0.0,0.0,1.0,27.0,,Zaphira,Shepherd,,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Zed (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7068630&key=Mqr6gy1W,Male,6,4,golden/chow mix,black,Y,,,,,2014,MTHY-MD-14-0640,,puppy screen,,,,,,,,,,,,,,black,0.0,1.0,1.0,0.0,0.0,4.0,,Zed (2 shot),golden/chow mix,,,"Golden, Chow Mix",0.0,0.0,1.0,Mix,1.0
Caleb,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7572036&key=Mqr6gy1W,Male,6,35,Shepherd,Fawn,,,,,,2014,HERT-MD-14-0995,,energetic young dog; walks alone not enough,,,,,No,,,,2014-09-26,Mix,months,,Yes,fawn,0.0,1.0,0.0,0.0,0.0,35.0,,Caleb,Shepherd,,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Rebel (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7531855&key=Mqr6gy1W,Male,14,8 to 10,Dachshund,"Black with Brown, Red, Golden, Orange or Chestnut",,,,,,2014,FLRN-MD-14-0976,,Puppy Screen,,,,,No,,,,2014-09-27,Mix,weeks,,No,"black, brown, red, golden, orange, chestnut",1.0,6.0,1.0,0.0,1.0,8.0,,Rebel (2 shot),Dachshund,,Mix,Dachshund,0.0,0.0,1.0,Mix,1.0
Rowdy (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7531851&key=Mqr6gy1W,Male,14,8 to 10,Dachshund,Tan/Yellow/Fawn with Black,,,,,,2014,FLRN-MD-14-0977,,Puppy Screen,,,,,No,,,,2014-09-27,Mix,weeks,,No,"tan, yellow, fawn, black",1.0,4.0,1.0,0.0,1.0,8.0,,Rowdy (2 shot),Dachshund,,Mix,Dachshund,0.0,0.0,1.0,Mix,1.0
Rudy (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7531941&key=Mqr6gy1W,Male,14,8 to 10,Dachshund,Red/Golden/Orange/Chestnut with Black,,,,,,2014,FLRN-MD-14-0978,,Puppy Screen,,,,,No,,,,2014-09-19,Mix,weeks,,No,"red, golden, orange, chestnut, black",1.0,5.0,1.0,0.0,1.0,8.0,,Rudy (2 shot),Dachshund,,Mix,Dachshund,0.0,0.0,1.0,Mix,1.0
Albie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7581950&key=Mqr6gy1W,Male,1,45,Shepherd,Tan/Yellow w/ black on face,,,,,,2014,KINS-MD-14-0987,,Was in a prison training program for 10 weeks,,,,,No,,,,2014-09-27,Mix,years,,Yes,"tan, yellow, black on face",1.0,3.0,1.0,0.0,1.0,45.0,,Albie,Shepherd,,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Mercy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7523323&key=Mqr6gy1W,Female,4,50,Labrador Retriever,,Y,Y,,,,2014,MTHY-FD-14-0944,,"older lab -- through puppy phase, passed shelter cat test",,,,,No,,,,2014-09-28,Mix,years,,Yes,,,,,,,50.0,,Mercy,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Azalea,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7434220&key=Mqr6gy1W,Female,1,33,Labrador Retriever,Black and Chocolate,Y,Yes,,,,2014,MTHY-FD-14-0888,,recent return for urinating in the house; on amoxicilian; passed shelter cat test,,,,,No,,,,2014-09-28,Mix,years,,Yes,"black, chocolate",1.0,2.0,1.0,0.0,0.0,33.0,,Azalea,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Evelyn,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7324913&key=Mqr6gy1W,Female,6 to 7,30,Shepherd,Black and Tan,Y,,,,,2014,FLRN-FD-14-0849,,"Young shep; walks alone not enough; can get excited and knock over small children, puppy screen, needs training",,,,,No,,,,2014-09-28,Mix,months,Hound,Yes,"black, tan",1.0,2.0,1.0,0.0,1.0,30.0,,Evelyn,Shepherd,Hound,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
General Lee,https://www.petfinder.com/petdetail/29301708/,Male,2,45-50,Labrador Retriever,Golden,Best as only dog,Y,no,,,2014,MTHY-MD-14-0587,,"needs  experienced  owner who can set boundaries, solid foundation, rules and routine.  Some resource guarding  No kids under 15.  No dogs and no dog parks.  Passed shelter cat test.",,,,,No,,,,2014-09-28,Mix,years,,Yes,golden,0.0,1.0,0.0,0.0,1.0,45.0,,General Lee,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Issac,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=6202776&key=Mqr6gy1W,Male,7,32,Terrier mix,black with brown,Y,,caution,,,2014,FLRN-MD-13-1022,,Returning adopter claims kids afraid of him and that he bit one in the arm; trainer saw no aggression and called him an angel. Was guardy at Wagtime initially but settled in great. (Sit Means Sit Dog Training -- unlimited group classes available for adopter).  Caution with kids.,,,,,No,,,,2014-09-20,Mix,weeks as of 10/17/13,,No,"black, brown",1.0,2.0,1.0,0.0,0.0,32.0,,Issac,Terrier mix,,Mix,Terrier Mix,0.0,0.0,1.0,Mix,1.0
Lacy,https://www.petfinder.com/petdetail/30236709/,Female,12,11.4,Catahoula,Brindle w/ White,,,,,,2014,FLRN-FD-14-0968,,Puppy Screen,,,,,No,,,,2014-04-27,Mix,weeks,Shepherd,No,"brindle, white",1.0,2.0,0.0,1.0,0.0,11.4,,Lacy,Catahoula,Shepherd,Mix,Catahoula,0.0,0.0,1.0,Mix,1.0
Orinda,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7503881&key=Mqr6gy1W,Female,10,10,Heeler,Black w/ Tan and White,,,,,,2014,FLRN-FD-14-0991,,puppy screen; heeler mixes (discuss herding behaviors),,,,,No,,,,2014-09-28,Mix,weeks,,No,"black, tan, white",1.0,3.0,1.0,1.0,1.0,10.0,,Orinda,Heeler,,Mix,Heeler,0.0,0.0,1.0,Mix,1.0
Titan,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7485040&key=Mqr6gy1W,Male,1,50,Retriever,Red,Y,Y,,,,2014,FLRN-MD-14-0935,,passed shelter cat test; entergetic; walks alone not enough,,,,,No,,,,2014-09-28,Mix,years,,Yes,red,0.0,1.0,0.0,0.0,0.0,50.0,,Titan,Retriever,,Mix,Retriever,1.0,0.0,0.0,Mix,1.0
Winnie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7563423&key=Mqr6gy1W,Female,5,20,Shepherd,Black and Brown,,Yes,,,,2014,FLRN-FD-14-0984,,Passed shelter cat test;puppy screen; a bit shy at first,,,,,No,,,,2014-09-28,Mix,months,,Yes,"black, brown",1.0,2.0,1.0,0.0,0.0,20.0,,Winnie,Shepherd,,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Layna (2 shot),https://www.petfinder.com/petdetail/30199651/,Female,10,6-May,Beagle,Black and White w/ Brown,y,Y,,,,2014,MTHY-FD-14-0942,,"Puppy Screen, passed Shelter cat test",,,,,No,,,,2014-09-09,Mix,weeks,Dachshund,No,"black, white, brown",1.0,3.0,1.0,1.0,0.0,6.0,,Layna (2 shot),Beagle,Dachshund,Mix,Beagle,0.0,0.0,1.0,Mix,1.0
Alaska (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7477334&key=Mqr6gy1W,Female,2,24,Border Collie,White w/ Black,,,,,,2014,FLRN-FD-14-1025,,,,,,,Yes,,,,2014-10-04,Mix,years,Australian Shepherd,Yes,"white, black",1.0,2.0,1.0,1.0,0.0,24.0,,Alaska (HW),Border Collie,Australian Shepherd,Mix,Border Collie,0.0,0.0,1.0,Mix,1.0
Buster,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7616173&key=Mqr6gy1W,Male,5,25,Beagle,"White, Black, and Brown",,,,,,2014,FLRN-MD-14-1026,,,,,,,No,,,,2014-10-05,Mix,years,,Yes,"white, black, brown",1.0,3.0,1.0,1.0,0.0,25.0,,Buster,Beagle,,Mix,Beagle,0.0,0.0,1.0,Mix,1.0
Caroline (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7488774&key=Mqr6gy1W,Female,6,50,Labrador Retriever,Chocolate,,y,,,,2014,FLRN-FD-14-1027,,Passed Shelter Cat test,,,,,Yes,,,,2014-10-04,Mix,years,,Yes,chocolate,0.0,1.0,0.0,0.0,0.0,50.0,,Caroline (HW),Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Cassie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7614079&key=Mqr6gy1W,Female,7,10,Poodle,White,,,,,,2014,FLRN-FD-14-1028,,,,,,,No,,,,2014-10-04,Mix,years,,Yes,white,0.0,1.0,0.0,1.0,0.0,10.0,,Cassie,Poodle,,Mix,Poodle,0.0,0.0,1.0,Mix,1.0
Gypsy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7625271&key=Mqr6gy1W,Female,18,21,Pointer,"White, Black, and Brown",,y,,,,2014,FLRN-FD-14-1037,,Passed Shelter Cat test,,,,,No,,,,2014-10-04,Mix,weeks,Bulldog,Yes,"white, black, brown",1.0,3.0,1.0,1.0,0.0,21.0,,Gypsy,Pointer,Bulldog,Mix,Pointer,0.0,0.0,1.0,Mix,1.0
Hilary,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7517265&key=Mqr6gy1W,Female,6,24.2,Labrador Retriever,Black,,,,,,2014,MTHY-FD-14-1066,,,,,,,No,,,,2014-10-05,Mix,months,,Yes,black,0.0,1.0,1.0,0.0,0.0,24.2,,Hilary,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Huck,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7615638&key=Mqr6gy1W,Male,6,21,Weimeraner,Tan,,y,,,,2014,FLRN-MD-14-1038,,Passed Shelter Cat test,,,,,No,,,,2014-10-05,Mix,months,Beagle,Yes,tan,0.0,1.0,0.0,0.0,1.0,21.0,,Huck,Weimeraner,Beagle,Mix,Weimeraner,0.0,0.0,1.0,Mix,1.0
Jasper,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7575321&key=Mqr6gy1W,Male,14,25,Labrador Retriever,Black w/ White,,Yes,,,,2014,FLRN-MD-14-1039,,Passed shelter cat test,,,,,No,,,,2014-10-04,Mix,weeks,,No,"black, white",1.0,2.0,1.0,1.0,0.0,25.0,,Jasper,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Lonny,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7561968&key=Mqr6gy1W,Male,12,9.6,Catahoula,Black w/ White,,,,,,2014,FLRN-MD-14-0971,,Puppy screen (young puppy - 3 shots),,,,,No,,,,2014-10-03,Mix,weeks,Shepherd,No,"black, white",1.0,2.0,1.0,1.0,0.0,9.6,,Lonny,Catahoula,Shepherd,Mix,Catahoula,0.0,0.0,1.0,Mix,1.0
Theodore,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7476212&key=Mqr6gy1W,Male,6,15,Chihuahua,Black w/ White,Y,Y,,,,2014,FLRN-MD-14-0934,,puppy screen; no kids under 15 (chi mix); passed sheler cat test,,,,,No,,,,2014-10-04,Mix,months,,Yes,"black, white",1.0,2.0,1.0,1.0,0.0,15.0,,Theodore,Chihuahua,,Mix,Chihuahua,0.0,0.0,1.0,Mix,1.0
Trace,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7262367&key=Mqr6gy1W,Male,2,15,Jack Russell Terrier Mix,white with brown,Y,No,N,,,2014,FLRN-MD-14-0814,,No Cats; energetic JRT; no kids under 15,,,,,No,,,,2014-09-21,Mix,years,,Yes,"white, brown",1.0,2.0,0.0,1.0,0.0,15.0,,Trace,Jack Russell Terrier Mix,,Mix,Jack Russell Terrier Mix,0.0,0.0,1.0,Mix,1.0
Rolo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7650492&key=Mqr6gy1W,Male,6,15,Schnauzer,Golden and Black,,,,,,2014,FLRN-MD-14-1048,,,,,,,No,,,,2014-10-05,Mix,months,,Yes,"golden, black",1.0,2.0,1.0,0.0,1.0,15.0,,Rolo,Schnauzer,,Mix,Schnauzer,0.0,0.0,1.0,Mix,1.0
Isabella,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=6202761&key=Mqr6gy1W,Female,1,30,Terrier mix,black with brown,Required,,,,,2014,FLRN-FD-13-1021,,return: separation anxiety appeared a few months ago -- in or out of crate; very destructive when alone. 2nd dog required.  fearful of pugs because one bit her,,,,,No,,,,2014-10-05,Mix,weeks as of 10/17/13,,No,"black, brown",1.0,2.0,1.0,0.0,0.0,30.0,,Isabella,Terrier mix,,Mix,Terrier Mix,0.0,0.0,1.0,Mix,1.0
Kalani,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7062961&key=Mqr6gy1W,Female,2,58,American Bulldog Mix,tan with white,Y,Yes,Yes,,,2014,MTHY-FD-14-0772,,"Bully screen, extremely easy first dog, has lived with cats, good with kids, low to medium energy. allergic to chicken",,,,,No,,,,2014-10-05,Mix,years,,Yes,"tan, white",1.0,2.0,0.0,1.0,1.0,58.0,,Kalani,American Bulldog Mix,,Mix,American Bulldog Mix,0.0,0.0,1.0,Mix,1.0
Olivia,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7503870&key=Mqr6gy1W,Female,10,10,Heeler,Black w/ Tan and White,,,,,,2014,FLRN-FD-14-0990,,puppy screen; heeler mixes (discuss herding behaviors),,,,,No,,,,2014-09-28,Mix,weeks,,No,"black, tan, white",1.0,3.0,1.0,1.0,1.0,10.0,,Olivia,Heeler,,Mix,Heeler,0.0,0.0,1.0,Mix,1.0
Chewbacca (P-2),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7581080&key=Mqr6gy1W,Male,8,9,Beagle,Black w/ White,,,,,,2014,FLRN-MD-14-0959,,Puppy Screen,,,,,No,,,,2014-10-05,Mix,weeks,Labrador Retriever,No,"black, white",1.0,2.0,1.0,1.0,0.0,9.0,,Chewbacca (P-2),Beagle,Labrador Retriever,Mix,Beagle,0.0,0.0,1.0,Mix,1.0
Camille,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7323630&key=Mqr6gy1W,Female,3,20,beagle,tri colored,Y,,,,,2014,GLTR-FD-14-0824,,"easy first dog; recovering from bite to ear; warning for apt/condo: barks when left alone for 5-10 min, very sweet, good with people (even kids), alpha— but good with most dogs, LOVES to be chased at the dog park by larger dogs!",,,,,Yes,,,,2014-10-05,Mix,years,,Yes,tri colored,1.0,3.0,0.0,0.0,0.0,20.0,,Camille,beagle,,Mix,Beagle,0.0,0.0,1.0,Mix,1.0
Angaleen,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7571942&key=Mqr6gy1W,Female,7,25,Chihuahua,Black w/ Brown,Required,Yes,,,,2014,FLRN-FD-14-0954,,Chi mix; shy - needs second dog; no kids under 15; passed shelter cat test,,,,,No,,,,2014-10-05,Mix,months,Mini Pinscher,Yes,"black, brown",1.0,2.0,1.0,0.0,0.0,25.0,,Angaleen,Chihuahua,Mini Pinscher,Mix,Chihuahua,0.0,0.0,1.0,Mix,1.0
Bitsy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7544664&key=Mqr6gy1W,Female,4,8,Chihuahua,White w/ Brown,,,,,,2014,FLRN-FD-14-0955,,Chi mix; no kids under 15; is losing hair; treating her for skin infection but may require a skin scrape if not improving,,,,,No,,,,2015-03-18,Mix,years,,Yes,"white, brown",1.0,2.0,0.0,1.0,0.0,8.0,,Bitsy,Chihuahua,,Mix,Chihuahua,0.0,0.0,1.0,Mix,1.0
Frederick,,Male,10,50-60,Bouvier/Poodle,Charcoal,,,,,,2014,MTHY-MD-14-0438,,"high prey drive (killed baby deer), not cats or small animals; energetic young dog - walks alone not enough",,,,,No,,,,2014-10-05,Mix,months as of 4/16/14,Poodle,Yes,charcoal,0.0,1.0,0.0,0.0,0.0,50.0,,Frederick,Bouvier/Poodle,Poodle,Mix,"Bouvier, Poodle",0.0,0.0,1.0,Mix,1.0
Hancock,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7629588&key=Mqr6gy1W,Male,7-Jun,16.4,Beagle,Caramel,,,,,,2014,MTHY-MD-14-1015,,puppy screen (6-7 mo),,,,,No,,,,2014-10-05,Mix,months,,Yes,caramel,0.0,1.0,0.0,0.0,0.0,16.4,,Hancock,Beagle,,Mix,Beagle,0.0,0.0,1.0,Mix,1.0
Clayton,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7630226&key=Mqr6gy1W,Male,5,22,Fiest,White and Brown,,y,,,,2014,FLRN-MD-14-1030,,Passed Shelter Cat test,,,,,No,,,,2014-10-05,Mix,months,,Yes,"white, brown",1.0,2.0,0.0,1.0,0.0,22.0,,Clayton,Fiest,,Mix,Fiest,0.0,0.0,1.0,Mix,1.0
Gunnar,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7625336&key=Mqr6gy1W,Male,18,31,Pointer,White w/ Brown,,,,,,2014,FLRN-MD-14-1036,,Passed Shelter Cat test,,,,,No,,,,2014-10-05,Mix,weeks,Bulldog,Yes,"white, brown",1.0,2.0,0.0,1.0,0.0,31.0,,Gunnar,Pointer,Bulldog,Mix,Pointer,0.0,0.0,1.0,Mix,1.0
Levi,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7571853&key=Mqr6gy1W,Male,14,13,Hound,Black and Brown w/ White,,,,,,2014,FLRN-MD-14-1042,,,,,,,No,,,,2014-10-05,Mix,weeks,,No,"black, brown, white",1.0,3.0,1.0,1.0,0.0,13.0,,Levi,Hound,,Mix,Hound,0.0,0.0,1.0,Mix,1.0
McNalley (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7324383&key=Mqr6gy1W,Male,1.5,41,Basset Hound,Red,,,,,,2014,FLRN-MD-14-1043,,,,,,,Yes,,,,2014-10-04,Mix,years,,Yes,red,0.0,1.0,0.0,0.0,0.0,41.0,,McNalley (HW),Basset Hound,,Mix,Basset Hound,0.0,0.0,1.0,Mix,1.0
Petunia,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7621406&key=Mqr6gy1W,Female,16,8,Rat Terrier,Tan/Brown & Black & White,,y,,,,2014,FLRN-FD-14-1044,,Passed Shelter Cat test,,,,,No,,,,2014-10-05,Mix,weeks,,Yes,"tan, brown, black, white",1.0,4.0,1.0,1.0,1.0,8.0,,Petunia,Rat Terrier,,Mix,Rat Terrier,0.0,0.0,1.0,Mix,1.0
Rain,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7650442&key=Mqr6gy1W,Female,6,15,Schnauzer,Golden,,,,,,2014,FLRN-FD-14-1045,,,,,,,No,,,,2014-10-04,Mix,months,,Yes,golden,0.0,1.0,0.0,0.0,1.0,15.0,,Rain,Schnauzer,,Mix,Schnauzer,0.0,0.0,1.0,Mix,1.0
Raylan,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7650472&key=Mqr6gy1W,Female,6,15,Schnauzer,Golden,,,,,,2014,FLRN-FD-14-1046,,,,,,,No,,,,2014-10-04,Mix,months,,Yes,golden,0.0,1.0,0.0,0.0,1.0,15.0,,Raylan,Schnauzer,,Mix,Schnauzer,0.0,0.0,1.0,Mix,1.0
Terrance,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7630205&key=Mqr6gy1W,Male,10,14,Labrador Retriever,Black,,,,,,2014,FLRN-MD-14-1054,,,,,,,No,,,,2014-10-05,Mix,weeks,,No,black,0.0,1.0,1.0,0.0,0.0,14.0,,Terrance,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Kacey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7612110&key=Mqr6gy1W,Female,6,25,Spaniel,Yellow,,yes,,,,2014,FLRN-FD-14-1040,,Passed shelter cat test,,,,,No,,,,2014-10-07,Mix,months,,Yes,yellow,0.0,1.0,0.0,0.0,1.0,25.0,,Kacey,Spaniel,,Mix,Spaniel,0.0,0.0,1.0,Mix,1.0
Edith,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7651627&key=Mqr6gy1W,Female,8-Jul,28,Shepherd,Black and Tan,,,,,,2014,FLRN-FD-14-1033,,young shep mix; high energy - walks alone not enough,,,,,No,,,,2014-10-08,Mix,months,,Yes,"black, tan",1.0,2.0,1.0,0.0,1.0,28.0,,Edith,Shepherd,,Mix,Shepherd,0.0,1.0,0.0,Mix,1.0
Chili,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7580929&key=Mqr6gy1W,Female,4,20,Cairn Terrier,Fawn,,,,,,2014,HERT-FD-14-0998,,gets nippy with other dogs( on a leash only - does fine in day care);passed shelter cat test; terrier energy,,,,,No,,,,2014-10-11,Mix,years,Terrier,Yes,fawn,0.0,1.0,0.0,0.0,0.0,20.0,,Chili,Cairn Terrier,Terrier,Mix,Cairn Terrier,0.0,0.0,1.0,Mix,1.0
Teddy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7563388&key=Mqr6gy1W,Male,1,45,Retriever,Tan,,No,,,,2014,FLRN-MD-14-0981,,"Walks funny b/c of bowed legs- had his knees and hips xrayed.  Some arthritis in knee but ligaments look fine, nothing that needs surgical intervention.  / NO CATS / his xrays are came on transport",,,,,No,,,,2014-10-11,Mix,years,,Yes,tan,0.0,1.0,0.0,0.0,1.0,45.0,,Teddy,Retriever,,Mix,Retriever,1.0,0.0,0.0,Mix,1.0
Alex,http://www.petfinder.com/petdetail/28636009/,Male,1,68,Labrador Retriever,Yellow,Y,N,,,,2014,PICK-MD-14-0279,,"young lab, lived with kids, walks alone not enough",,,,,No,,,,2014-10-12,Mix,year,,Yes,yellow,0.0,1.0,0.0,0.0,1.0,68.0,,Alex,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
Apple,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7667020&key=Mqr6gy1W,Female,4,8,Chi,Tan,Y,N,,,,2014,PRCO-MD-14-1061,,,,,,,,,,,,,,,,tan,0.0,1.0,0.0,0.0,1.0,8.0,,Apple,Chi,,,Chi,0.0,0.0,1.0,,0.0
Driver,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7077702&key=Mqr6gy1W,Male,4,40,Hound,White w/ Chestnut,,y,,,,2014,FLRN-MD-14-1032,,passed shelter cat test; hound mix -- caution apartments,,,,,No,,,,2014-10-07,Mix,years,,Yes,"white, chestnut",1.0,2.0,0.0,1.0,0.0,40.0,,Driver,Hound,,Mix,Hound,0.0,0.0,1.0,Mix,1.0
Gertrude,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7625249&key=Mqr6gy1W,Female,18,21,Pointer,"White, Tan, Black",,y,,,,2014,FLRN-FD-14-1035,,puppy screen; Passed Shelter Cat test,,,,,No,,,,2014-10-11,Mix,weeks,Bulldog,Yes,"white, tan, black",1.0,3.0,1.0,1.0,1.0,21.0,,Gertrude,Pointer,Bulldog,Mix,Pointer,0.0,0.0,1.0,Mix,1.0
Jambalaya,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7636998&key=Mqr6gy1W,Male,1,20.6,Beagle,White w/ Brown and Tan,,,,,,2014,MTHY-MD-14-1067,,shy beagle mix; may need second dog,,,,,No,,,,2014-10-11,Mix,years,Pointer,Yes,"white, brown, tan",1.0,3.0,0.0,1.0,1.0,20.6,,Jambalaya,Beagle,Pointer,Mix,Beagle,0.0,0.0,1.0,Mix,1.0
Maya,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7488775&key=Mqr6gy1W,Female,2,30,Labrador Retriever,Black and White,Yes,,,,,2014,PRCO-FD-14-1070,,border collie mix- walks alone not enough,,,,,No,,,,2014-10-12,Mix,years,,Yes,"black, white",1.0,2.0,1.0,1.0,0.0,30.0,,Maya,Labrador Retriever,,Mix,Labrador Retriever,1.0,0.0,0.0,Mix,1.0
