LDAR Name,LDAR ID #,Reason for Return,Status,Behavior with Dogs,Behavior with Cats,Behavior with Kids,Behavior in Crate,Energy Level,Socialization / Daycare,Vetting,Preventatives Date,Date of Adoption,Trial Adoption,Has the animal been returned before?,Previous Return Information,Date of Returns Email Sent,Date of Returns Packet,Timeline for Return,Plan for Return,Return or Rehome/Surrender,Month Returned,year,Dog info,6 Month +,Year Adopted,Date Returned,Date Returns Packet Sent,Current Status,Link,Return Category,DOG/CAT,Trainer Eval Req,Other Info,Outcome,Plan for return?,Date of Contact,Primary Reason,Vet Rec Rec'd,Date Monthly Med,Vetting Needed
Tinker,FLRN-FD-16-0951,they aren't giving the dog enough exercise and claim they don't have enough room in their apt,,,,,,,,,,2016-08-27 00:00:00,,,,2016-09-22 00:00:00,,,,,,2016,F/11moths/16lbs/Doxie Mix,,,,2016-09-23 00:00:00,dog readopted at event it was returned at,,,,,,,,,,,,
Hashtag,MTHY-MD-16-1073,biting adopters arms and showing leash reactivity,,,,,,,,,,2016-10-08 00:00:00,,,,2016-10-11 00:00:00,,,,,,2016,M/1YR/34lbs/Lab Mix,,,,2016-10-11 00:00:00,Returned to WT2 on 10/13,,,,,,,,,,,,
Oscar (TRIAL),MTHY-MD-16-1055,Claim dog isn't good around people or other dogs. ,,,,,,,,,,2016-10-01 00:00:00,,,,2016-10-17 00:00:00,,,,,,2016,M/3yrs/14lbs/Schnauzer Shihtzu Mix,,,,2016-10-18 00:00:00,waiting for returns plan,,,,,,,,,,,,
Cutie,PRCO-MD-15-0808,Anxiety issues,,,,,,,,,,2015-09-01 00:00:00,,,,2016-10-11 00:00:00,,,,,,2016,M/2.5yrs/40lbs/Lab Mix,,,,2016-10-24 00:00:00,need signed rabies cert,,,,,,,,,,,,
Maggie,HERT-FD-16-0991,cannot devote time or energy to puppy,,,,,,,,,,2016-10-02 00:00:00,,,,2016-10-24 00:00:00,,,,,,2016,F/5mths/33lbs/Lab Mix,,,,2016-10-27 00:00:00,need signed rabies cert,,,,,,,,,,,,
Buddy,FLRN-MD-16-0807,Claim dog isn't working out,,,,,,,,,,2016-08-01 00:00:00,,,,110/24/2016,,,,,,2016,M/8.5mths/35lbs/Retriever Pointer Mix,,,,2016-10-25 00:00:00,need record of their vet visit,,,,,,,,,,,,
Sahara,FLRN-FD-16-0828,Dog Bolts and has sep anx,,,,,,,,,,2016-08-28 00:00:00,,,,2016-10-31 00:00:00,,,,,,2016,F/2yrs/54lbs/Lab Shep Mix,,,,2016-11-01 00:00:00,readopted at h4h,,,,,,,,,,,,
Judy,FLRN-FD-12-0670,attacked her other dog repeatedly,,,,,,,,,,2012-11-01 00:00:00,,,,2016-10-25 00:00:00,,,,,,2016,F/5yrs/50lbs/Retriever Mix,,,,2016-11-03 00:00:00,adopters parents fostering,,,,,,,,,,,,
Peso ,OTHR-MD-16-0626,"dog bit someone, adopter now divorced and can't handle the demands of his care especially now with the bite record",,,,,,,,,,2016-09-16 00:00:00,,,,2016-11-21 00:00:00,,,,,,2016,M/22mths/51lbs/shep mix,,,,2016-11-25 00:00:00,at wagtime,,,,,,,,,,,,
Dante,PRCO-MD-16-0278,Plays too loudly with their other dog,,,,,,,,,,2015-09-15 00:00:00,,,,"10/23/2016, 10/25/2016",,,,,,2016,M/3yrs/50lbs/Malainois Mix,,,,2019-11-08 00:00:00,readopted 12/4,,,,,,,,,,,,
Harley,FLRN-MD-12-0996,"         Dog was tormented by adopters neighbors, recently got out of yard and bit one of them. Report made to Animal Control but no hospital visit required. Adopters feel they can't care for dog. ",,,,,,,,,,2012-10-01 00:00:00,,,,2016-11-08 00:00:00,,,,,,2016,M/4yrs/52lbs/Shep Mix,,,,2016-11-25 00:00:00,"Returned, at Wagtime",,,,,,,,,,,,
Butter,MTHY-FD-16-1071,Family health issues.,,,,,,,,,,2016-10-08 00:00:00,,,,2016-12-05 00:00:00,,,,,,2016,F/9mths/35lbs/labmix,,,,2016-12-06 00:00:00,readopted 12/11,,,,,,,,,,,,
Anna,FLRN-FD-16-1252,Wants to eat cats,,,,,,,,,,2016-12-11 00:00:00,,,,2016-12-15 00:00:00,,,,,,2016,F/4yo/65lbs/hound mix,,,,2016-12-16 00:00:00,"Survey Sent - 12/15
Responses Received - 12/16",,,,,,,,,,,,
Leela,FLRN-FD-16-1271,"Not ready for a dog, returning at end of trial adoption.  Will keep until adopted",,,,,,,,,,2016-12-13 00:00:00,,,,2016-12-13 00:00:00,,,,,,2016,F/2yo/7lbs/chi mix,,,,2016-12-15 00:00:00,"Started return - 12/13
Received Records - 12/14
Returned Packet Sent to Team - 12/15",,,,,,,,,,,,
Bendi,FLRN-FD-16-0903,Living situation changed,,,,,,,,,,2016-08-26 00:00:00,,,,2016-12-28 00:00:00,,,,,,2016,F/6mo/30lbs/Shep Mix,,,,2016-12-30 00:00:00,"Returns Survey Sent
12/28 - Pending vet records
1/1 - Returned",,,,,,,,,,,,
Shirley,FLRN-FD-14-0396,Dog is going blind and adopter is caring for ailing mother can't manage needs of her mom and the dog. ,PTS-health issues,,,,,,,,,4/2014,,,,2014-12-16 00:00:00,,,,,,2015,F/3yrs/80lbs/Lab Mix,,,,,,,,,,,,,,,,,
Maximillan,KINS-MD-15-0014,Adopter not feeling connection with dog. ,Dog readopted at event following return,,,,,,,,,2015-01-03 00:00:00,,,,2015-01-06 00:00:00,,,,,,2015,M/1yr/50lbs/GSFlatCoat Mix,,,,2015-01-08 00:00:00,,,,,,,,,,,,,
Rick,GLSTR-MD-12-0894,Food aggression. ,@GLSTR DOG-WT,,,,,,,,,09/2012,,,,2014-12-12 00:00:00,,,,,,2015,M/4yrs/45lbs/Foxhound mix,,,,2015-01-05 00:00:00,,,,,,,,,,,,,
Echo,FLRN-FD-14-0965,Too high energy,@BH,,,,,,,,,09/2014,,,,2014-12-11 00:00:00,,,,,,2015,M/9mths/35lbs/Shep Mix,,,,2014-12-30 00:00:00,,,,,,,,,,,,,
Vixen,PICK-MD-13-1229,Cites personal issues can't care for dog,"Return happening Friday, Raffaele fostering bringing to Sunday event",,,,,,,,,12/2013,,,,"12/18/2014, 1/5/2015",,,,,,2015,M/3yrs/11lbs/Fiest Mix,,,,2015-01-13 00:00:00,,,,,,,,,,,,,
Abetha,FLRN-FD-14-1092,has killed 2 cats dog has no where to stay when hes on mission,@BH,,,,,,,,,2014-11-22 00:00:00,,,,2015-02-04 00:00:00,,,,,,2015,"
F/9MTHS/37LBS/Lab Terrier Mix",,,,2015-02-06 00:00:00,,,,,,,,,,,,,
Buck,KIN-MD-10-805,Adopters father is severely ill cannot care for dog and dad,Going to WT 24 Jan,,,,,,,,,2010,,,,2015-01-05 00:00:00,,,,,,2015,M/4yrs/37lbs/Beagle Mix,,,,2015-01-08 00:00:00,,,,,,,,,,,,,
Mac,FOX-MD-10-679,Had kid can't seem to balance having dog and kid. ,Waiting for placement-adopter fostering?,,,,,,,,,2010,,,,2014-09-23 00:00:00,,,,,,2015,M/5yrs/8lbs/Chi Mix,,,,2014-11-14 00:00:00,,,,,,,,,,,,,
Loka,SPTN-FD-12-1110,Uncomfortable with dogs around their toddler (they have another dog they are also returning to another rescue),at WT,,,,,,,,,12/2012,,,,2015-01-15 00:00:00,,,,,,2015,F/2yrs/50lbs/Lab Mix,,,,2015-01-26 00:00:00,,,,,,,,,,,,,
Naala,HERT-FD-15-0073,Bldg mgr is requesting she leave bc neighbors complained that she's a restricted breed dog,readopted week after return,,,,,,,,,2015-01-25 00:00:00,,,,2015-02-04 00:00:00,,,,,,2015,F/10weeks/15lbs/Lab Shep Mix,,,,2015-02-06 00:00:00,,,,,,,,,,,,,
Noopy,MTHY-FD-15-0110,Trial adoption-Dog is too alpha for resident dogs,Trial adoption/dog being brought back before Sunday event,,,,,,,,,2015-01-31 00:00:00,,,,,,,,,,2015,F/2yrs/50lbs/Tree Walking Coon Hound Mix,,,,,,,,,,,,,,,,,
Christina,PRCO-FD-15-0101,"Aggressive towards cat, dominant towards kid",Waiting for placement info,,,,,,,,,2015-02-01 00:00:00,,,,2015-02-11 00:00:00,,,,,,2015,F/2.5yrs/16lbs/ShihTzu MIx,,,,2015-02-12 00:00:00,,,,,,,,,,,,,
Casper,GLTR-MD-13-0573,"Adopter overseas, dog in temp foster, adopter will not be able to continue care upon return",Waiting for placement instructions. Temp foster in Upstate NY can come down 2/16-2/20 or April cant keep dog past June,,,,,,,,,May 2013,,,,2015-01-27 00:00:00,,,,,,2015,M/3yrs/50lbs/Foxhound Mix,,,,2015-02-12 00:00:00,,,,,,,,,,,,,
Harley,FLRN-FD-11-0926,,Return before sunday's event,,,,,,,,,2011,,,,"1/19/2015, 1/23/2015",,,,,,2015,"
F/5.5yrs/60lbs/Lab-Shep Mix",,,,2015-02-10 00:00:00,,,,,,,,,,,,,
Amy,GLTR-FD-14-1109,Adopters won't put in the training time,MH indicated return before Sunday Event,,,,,,,,,11/2014,,,,2015-02-12 00:00:00,,,,,,2015,F/1 year/30lbs/Whippet Beagle (bahahahha) mix,,,,2014-02-19 00:00:00,,,,,,,,,,,,,
Tyrone,FLRN-MD-14-1059,Adopters cant care for dog to change in work and school schedule,Waiting for PR coordination,,,,,,,,,11/2014,,,,2015-02-19 00:00:00,,,,,,2015,M/8mths/41lbs/Lab Mix,,,,2014-02-19 00:00:00,,,,,,,,,,,,,
Fritz,FLRN-MD-15-0135,Adopter is insane,"Wanted a return, then didn't now wants one again told to bring to event on Sunday in Rville",,,,,,,,,2015-02-07 00:00:00,,,,2015-02-11 00:00:00,,,,,,2015,M/5mths/25lbs/Shep Mix,,,,,,,,,,,,,,,,,
Speckle,FLRN-MD-15-0061,Adopter says dog is destructive and requires too much attention,"Dog past due for monthlies, adopter having dog seen by vet on 4 Mar will arrange for return after.",,,,,,,,,1/2015,,,,"2/18/2015, 2/22/2015",,,,,,2015,M/2yrs/35lbs/Lab Mix,,,,2015-03-06 00:00:00,,,,,,,,,,,,,
Lake,MTHY-FD-14-1160,"Adopters are lazy. Say dog has ""nipped"" at their kid",Waiting for physical return guidance/placement.,,,,,,,,,11/2014,,,,2015-03-09 00:00:00,,,,,,2015,F/9mths/45lbs/ShepLab Mix,,,,2015-03-11 00:00:00,,,,,,,,,,,,,
Deliliah,FLRN-FD-15-0123,Dog too much for him to handle,Waiting for return guidance/placement,,,,,,,,,2015-02-25 00:00:00,,,,2015-03-11 00:00:00,,,,,,2015,F/1yr/35lbs/LabShep Mix,,,,2015-03-12 00:00:00,,,,,,,,,,,,,
Peanut,FLRN-FD-14-0795,Dog too anxious around kids,"
",,,,,,,,,11/2014,,,,2015-03-11 00:00:00,,,,,,2015,"
F/1yr/42lbs/ShepTerrier Mix",,,,2015-03-12 00:00:00,,,,,,,,,,,,,
Apple,MTHY-FD-15-0017,"Adopters claim allergies. But also dog has cancer they ""can't"" care for",Waiting on placement phyiscal return guidance,,,,,,,,,2015-01-18 00:00:00,,,,2015-03-03 00:00:00,,,,,,2015,F/3yrs/31lbs/Corgi Mix,,,,2015-03-06 00:00:00,,,,,,,,,,,,,
Roary,FLRN-FD-15-0178,Adopter says current dog is jealous,Readopted same day as returne,,,,,,,,,2015-03-15 00:00:00,,,,2015-03-21 00:00:00,,,,,,2015,F/4yrs/26lbs/Beagle Mix,,,,2015-03-21 00:00:00,,,,,,,,,,,,,
Sandy (Trial),PRCO-MD-15-0267,Not willing to commit to time and exercise for the dog,Readopted same day as return,,,,,,,,,2015-03-07 00:00:00,,,,2015-03-18 00:00:00,,,,,,2015,M/2yrs/39lbs/Shep Mix,,,,3/20/0215,,,,,,,,,,,,,
Chucho,PRCO-MD-13-0404,Nipping and showing aggression towards random men,Adopter possibly reconsidering.,,,,,,,,,5/2013,,,,2015-03-03 00:00:00,,,,,,2015,M/5yrs/25lbs/Golden Mix,,,,2015-03-07 00:00:00,,,,,,,,,,,,,
Troian,MTHY-FD-15-0072,Dog has vetting concerns that adopters aren't prepared to accomodate both emotionally and financially. ,Waiting for return instruction,,,,,,,,,2015-03-15 00:00:00,,,,2015-03-25 00:00:00,,,,,,2015,F/1.5yrs/46lbs/LabMix,,,,2015-03-27 00:00:00,,,,,,,,,,,,,
Bowie,MTHY-MD-15-0100,Plays too rough with their current dog,Returned on Sunday 4/12,,,,,,,,,2015-03-28 00:00:00,,,,2015-04-09 00:00:00,,,,,,2015,M/1yr/60lbs/Husky Mix,,,,2015-03-10 00:00:00,,,,,,,,,,,,,
Gypsy Girl,KINS-FD-14-1240,Adopter says dog snapped at kid (supposedly unprovoked),Returned on 4/12,,,,,,,,,2015-01-04 00:00:00,,,,2015-03-09 00:00:00,,,,,,2015,F/2yrs/51lbs/LabShepMix,,,,2015-03-17 00:00:00,,,,,,,,,,,,,
Anna Marie,FLRN-FD-15-0302,Adopters say they arent ready to be dog owners,Waiting for ok of physical return,,,,,,,,,2015-04-15 00:00:00,,,,2015-04-14 00:00:00,,,,,,2015,F/2yrs/40lbs/ShepMix,,,,2015-04-15 00:00:00,,,,,,,,,,,,,
David,FLRN-MD-15-0232,Allergies,Waiting for ok of physical return,,,,,,,,,2015-03-28 00:00:00,,,,2015-04-13 00:00:00,,,,,,2015,M/1yr/48lbs/Lab Mix,,,,2015-04-14 00:00:00,,,,,,,,,,,,,
Willow (TRIAL),FLRN-FD-15-0324,Trial adoption ending not compatible with their dog,Returned 4/19,,,,,,,,,,,,,2015-04-09 00:00:00,,,,,,2015,F/2yrs/60lbs/Labradoodle,,,,2015-04-14 00:00:00,,,,,,,,,,,,,
"Zinnia
",MTHY-FD-15-0333,Adopters say dog has sep anx and they're worried they'll get Giardia from her. ,Waiting for phyiscal return guidance,,,,,,,,,2015-04-09 00:00:00,,,,2014-04-21 00:00:00,,,,,,2015,F/10weeks/10lbs/Beagle Mix,,,,2015-04-21 00:00:00,,,,,,,,,,,,,
Debo,FLRN-MD-15-0233,"Says they can't deal with the dogs resource guarding
",returned on 4/26 and readopted,,,,,,,,,2015-03-05 00:00:00,,,,2015-04-20 00:00:00,,,,,,2015,M/5.5mths/35lbs/Lab Mix,,,,2015-04-21 00:00:00,,,,,,,,,,,,,
Rocky,FLRN-MD-14-0633,Have decided they aren't dog people,Waiting for ok of physical return and placement guidance,,,,,,,,,8/2014,,,,2015-04-13 00:00:00,,,,,,2015,M/2yrs/25lbs/JRT Mix,,,,2015-04-17 00:00:00,,,,,,,,,,,,,
Mama Bear,MTHY-FD-14-0588,"His mother adopted dog, but she was injured in the past year and is going into assisted living and cannot take/care for dog. ","Waiting on Return guidance
",,,,,,,,,"5/2014
",,,,2015-04-17 00:00:00,,,,,,2015,F/4yrs/10lbs/PomMix,,,,2015-04-27 00:00:00,,,,,,,,,,,,,
Mitch,FLRN-MD-13-0024,,"Adopter responded to returns survey but all indications are dog has never seen a vet since adoption, asked for vet records. Reutrn completed on 5/9/2015",,,,,,,,,01/2013,,,,2015-04-20 00:00:00,,,,,,2015,M/2.5yrs/50lbs/labmix,,,,"Never sent bc adopter refused to get all vetting done, we took dog back and did vetting",,,,,,,,,,,,,
Iker,PRCO-MD-14-1083,Decided they aren't right fit for dog. ,"Returned on 5/10
",,,,,,,,,11/2014,,,,2015-05-05 00:00:00,,,,,,2015,M/1yr/25lbs/Terrier Mix,,,,2015-05-06 00:00:00,,,,,,,,,,,,,
Ravyn,PICK-FD-13-0633,"Adopter says dog is too much for their household. Dog doesn't ""respect cats"" and is ""pushy around their 2 year old"". ","Returned at event on 5/10/15, readopted at event
",,,,,,,,,June 2013,,,,2015-01-13 00:00:00,,,,,,2015,F/2yrs/70lbs/Bully Boxer Mix,,,,2015-03-12 00:00:00,,,,,,,,,,,,,
Jordan,FLRN-MD-15-0314,"Possesive of teenage daughter, bit daughter 2x",Raffaele doing return tonight holding on to dog for a week,,,,,,,,,2015-04-01 00:00:00,,,,2015-05-10 00:00:00,,,,,,2015,M/2yrs/20lbs/JRT-Terrier Mix,,,,2015-05-11 00:00:00,,,,,,,,,,,,,
JoJo,FLRN-FD-15-0313,,Adopter keeping dog. ,,,,,,,,,,,,,"4/1/2015, 4/7/2015, 4/20/2015, 5/11/2015",,,,,,2015,?/3yrs/15lbs/Doxie Mix,,,,,,,,,,,,,,,,,
Rask (Trial),FLRN-MD-15-0441,Dog not getting along with other dog. ,returned then readopted,,,,,,,,,2015-05-01 00:00:00,,,,2015-05-12 00:00:00,,,,,,2015,M/2yrs/30lbs/BostonTerrier Mix,,,,2015-05-14 00:00:00,,,,,,,,,,,,,
Tenor,FLRN-MD-15-0062,,Being fostered by Sue D,,,,,,,,,2015-01-25 00:00:00,,,,"4/28/2015, 4/4/2015",,,,,,2015,,,,,,,,,,,,,,,,,,
Patch,MTHY-FD-15-0461,Says dog bit 2 family members,returned to wt,,,,,,,,,2015-05-02 00:00:00,,,,2015-05-18 00:00:00,,,,,,2015,F/1yr/43lbs/Pointer Mix,,,,2015-05-18 00:00:00,,,,,,,,,,,,,
Cassie,FLRN-FD-15-0117,"Dog is leash reactive and shy, not willing to do more training",Adopter keeping dog,,,,,,,,,2015-02-08 00:00:00,,,,2015-04-15 00:00:00,,,,,,2015,F/2yrs/30lbs/ShepMix,,,,2015-04-17 00:00:00,,,,,,,,,,,,,
Chelsea,HERT-FD-15-0374,"Dog is leash reactive, adopters unwilling to work on training",Waiting for placement instructions ,,,,,,,,,2015-04-26 00:00:00,,,,2015-05-11 00:00:00,,,,,,2015,F/9mths/33lbs/LabMix,,,,2015-05-12 00:00:00,,,,,,,,,,,,,
Marble,GLTR-MD-14-0747,Severe Allergies,Returned to Matt M. ,,,,,,,,,2015-05-14 00:00:00,,,,2015-05-22 00:00:00,,,,,,2015,M/2yrs/62lbs/Houndpointer Mix,,,,2015-05-25 00:00:00,,,,,,,,,,,,,
Noah,FLRN-MD-13-1088,Moving out of the country and can't take dog,"
Returned on 31 May",,,,,,,,,11/2013,,,,"4/20/2015, 4/27/2015",,,,,,2015,M/1y8m/80lbs/Lab Mix,,,,2015-05-18 00:00:00,,,,,,,,,,,,,
"Suzy
",FLRN-FD-15-0446,Cant handle 2 puppies,May 31 return,,,,,,,,,2015-05-10 00:00:00,,,,2015-05-18 00:00:00,,,,,,2015,F/13weeks/12lbs/shep Mix,,,,2015-05-28 00:00:00,,,,,,,,,,,,,
Noir,FLRN-FD-15-0389,Dog has too high of a prey drive for invisible fence,May 31 return,,,,,,,,,3015-05-02 00:00:00,,,,2015-05-20 00:00:00,,,,,,2015,F/5yrs/20lbs/Feist Mix,,,,2015-05-25 00:00:00,,,,,,,,,,,,,
Frankie,FLRN-MD-14-1259,"Adopter says its too much for them with him, their other dog and a toddler.","returned 7 June
",,,,,,,,,2015-01-18 00:00:00,,,,2014-04-22 00:00:00,,,,,,2015,M/6months/40lbs/Boxer Mix,,,,2015-05-29 00:00:00,,,,,,,,,,,,,
Money,FLRN-FD-14-0381,"Adopter has since had kids, dog is afraid of kids and exhibiting fear aggression, also shows aggression towards the other dog in their home","returned June 16, at Dirty Dog Farm
",,,,,,,,,4/2014,,,,"4/3/2015, ",,,,,,2015,F/18mths/50lbs/Pitbull,,,,,,,,,,,,,,,,,
Macon,MTHY-MD-15-0554,,"readopted immediately after return
",,,,,,,,,2015-05-30 00:00:00,,,,2015-06-12 00:00:00,,,,,,2015,M/4mths/25lbs/Golden Mix,,,,2015-06-17 00:00:00,,,,,,,,,,,,,
Keaton,PRCO-MD-14-0817,"Fear biting, skittish/anxious in city environment, fearful of kids",Adopter willing to foster and bring to events waiting on further info,,,,,,,,,2014-09-01 00:00:00,,,,"5/17, 5/24, 6/17",,,,,,2015,M/1yr/22lbs/Terrier-Lab Mix,,,,2015-06-19 00:00:00,,,,,,,,,,,,,
Lucy Loo,FLRN-FD-12-0025,"Adopters have since had a child and dog is now snapping at them
**note** dog has fear and dog aggression",Adopters bringing to events for a month,,,,,,,,,2012-01-01 00:00:00,,,,2015-06-03 00:00:00,,,,,,2015,F/5yrs/50lbs/Spaniel Mix,,,,2015-06-05 00:00:00,,,,,,,,,,,,,
Joshua,PICK-MD-09-194,Popped out 2 kids-no longer has time for dog.,"adopters fostering and bringing to events.
",,,,,,,,,2009-07-01 00:00:00,,,,2015-06-22 00:00:00,,,,,,2015,M/9-12yrs/14lbs/Yorkie Mix,,,,2015-06-29 00:00:00,,,,,,,,,,,,,
Allegra,MTHY-FD-15-0211,,Returned and KK adopted.,,,,,,,,,2015-04-01 00:00:00,,,,2015-06-23 00:00:00,,,,,,2015,,,,,2015-06-29 00:00:00,,,,,,,,,,,,,
Happy,PICK-MD-10-537,,"returning adopters fostering and bringing to events.
",,,,,,,,,2010-04-01 00:00:00,,,,2015-06-25 00:00:00,,,,,,2015,M/5.5yrs/90lb/Lab Mix,,,,2015-07-01 00:00:00,,,,,,,,,,,,,
Mink (TRIAL),PRCO-MD-15-0613,,"Need response to returns survey
",,,,,,,,,2015-06-21 00:00:00,,,,2015-06-28 00:00:00,,,,,,2015,"M/10mths/33lbs/Sheltie Mix
",,,,2015-07-06 00:00:00,,,,,,,,,,,,,
Tippi,MTHY-FD-15-0576,Underestimated ability to care for dogs,"Waiting on placment guidance
",,,,,,,,,2015-06-30 00:00:00,,,,2015-07-05 00:00:00,,,,,,2015,"
F/4yrs/27lbs/Beagle Mix",,,,2015-07-07 00:00:00,,,,,,,,,,,,,
Hunter Chase,MTHY-MD-15-0626,not getting along with their other dog,"returned, readopted
",,,,,,,,,2015-07-04 00:00:00,,,,2015-07-07 00:00:00,,,,,,2015,M/8mths/60lbs/Weim Mix,,,,2015-07-09 00:00:00,,,,,,,,,,,,,
Teegan,FLRN-FD-15-0150,aggressive towards other dogs IN THE HOME,"adopters fostering
",,,,,,,,,2015-02-01 00:00:00,,,,2015-07-07 00:00:00,,,,,,2015,F/10mths/30lbs/Weim-Beagle Mix,,,,2015-07-09 00:00:00,,,,,,,,,,,,,
Jenny,HERT-FD-15-0663,Partner doesn't want dog anymore,"returned/readopted same day. 
",,,,,,,,,2015-07-11 00:00:00,,,,2015-07-20 00:00:00,,,,,,2015,F/4 mths/26lbs/Lab Shep Mix,,,,2015-07-23 00:00:00,,,,,,,,,,,,,
"
Wilson",OTH-MD-12-0208,"Wife adopted dog-has sinced passed, husband can't take care of dog as he is moving into facility and can't take dog with him",Sue C. Fostering,,,,,,,,,2012-02-01 00:00:00,,,,2015-07-27 00:00:00,,,,,,2015,M/6yrs/14lbs/Papillion Mix,,,,,,,,,,,,,,,,,
Purvis,FLRN-MD-14-0062,Aggression towards their uncle. ,"returned sunday before event
",,,,,,,,,2014-01-14 00:00:00,,,,2015-08-11 00:00:00,,,,,,2015,M/1.5yrs/60lbs/Lab Mix,,,,2015-08-14 00:00:00,,,,,,,,,,,,,
Tobias,MTHY,Aggressive towards their cats,waiting for placement guidance,,,,,,,,,2015-08-09 00:00:00,,,,2015-08-17 00:00:00,,,,,,2015,M/1yr/29lbs/Lab Mix,,,,2015-08-19 00:00:00,,,,,,,,,,,,,
Bertie Mae,PICK-MD-09-004,wife adopted dog now deceased husband cant care for dog,waiting for placement guidance,,,,,,,,,2009,,,,2015-08-12 00:00:00,,,,,,2015,F/8yrs/90lbs/flat coat mix,,,,2015-08-18 00:00:00,,,,,,,,,,,,,
Avis,FLRN-MD-14-0109,Couple broke up and are moving to places they can't have the dog at. ,keeping dog,,,,,,,,,2014-03-01 00:00:00,,,,2015-09-01 00:00:00,,,,,,2015,M/1.5yrs/75lbs/Shepherd Mix,,,,2015-09-19 00:00:00,,,,,,,,,,,,,
Rosie Jr,FLRN-FD-10-1356,"Adopters now freq. travel out of country for work, plus dog is showing signs of aggression towards their babies",Waiting for results from HW test,,,,,,,,,2010-12-01 00:00:00,,,,"7/14/2015, 8/3/2015",,,,,,2015,F/5yrs/35lbs/Terrier Lab Mix,,,,,,,,,,,,,,,,,
Archie,PICK-MD-10-1290,,We couldn't take dog back,,,,,,,,,,,,,,,,,,,2015,Husky Mix,,,,,,,,,,,,,,,,,
Hamlet,WAITING ON DIRECTION FROM MIRAH,ADOPTER CAN'T PROVIDE ENOUGH EXERCISE/ATTENTION TO DOG,GLTR-MD-14-0250,,,,,,,,,2014-08-01 00:00:00,,,,2015-12-07 00:00:00,,,,,,2015,M/3YRS/107LBS/MASTIFF-DANE MIX,,,,2015-12-10 00:00:00,,,,,,,,,,,,,
Sissy,Readopted at 12/27 event,,,,,,,,,,,,,,,,,,,,,2015,,,,,2015-12-27 00:00:00,,,,,,,,,,,,,
Ian,PICK-MD-11-0349,Financial,,,,,,,,,,May 2011,,,,,,,,,,2013,,,,Adopted,,,,,,Wants return 9/22,,,,2012-09-20 00:00:00,Financial,Yes,,Yes
Rory (Davros),GLSTR-MD-12-0436,Mouthy with kids under 5yo,,,,,,,,,,April 2012,,,,,,,,,,2013,,,,Adopted 10/28/12,,,,,,Can't bring to events.  Needs to be out before 10/20/12,,,,2012-09-19 00:00:00,Mouthy with kids under 5yo,Yes,2012-09-01 00:00:00,Yes
 Malika (Mickey),FLRN-FD-11-0929,Reactivity,,,,,,,,,,September 2011,,,,,,,,,,2013,,,,Awaiting placement,,,,,,Can't keep till adop Can't bring to events,,,,2012-09-19 00:00:00,Reactivity,Yes,HW 8/27/12 next dose on 9/27/12          FL9/13/12 ,Yes
Tyler,PICK-MD-12-0410,Resource guarding/bites,,,,,,,,,,2012-09-02 00:00:00,,,,,,,,,,2013,,,,,,,,,,Want dog placed by 9/25. Dog needs quiet place b/c of injury to leg,,,,2012-09-22 00:00:00,Resource guarding/bites,Yes,Overdue - should have gotten it 9/5/12,
Tabitha (Beverly),PICK-FD-09-299,"Had dog since she was 8wks old.  Has ""developed"" a ""habit"" of biting!",,,,,,,,,,2009,,,,,,,,,,2013,,,,,,,,,,,,,,2012-10-02 00:00:00,"Had dog since she was 8wks old.  Has ""developed"" a ""habit"" of biting!",Yes,2012-10-05 00:00:00,Yes
Alina,PICK-FD-12-0831,Allergies,,,,,,,,,,Sept 2012,,,,,,,,,,2013,,,,Adopted 9/23/12,,,,,,Kristen to take back next week,,,,2012-09-10 00:00:00,Allergies,Yes,2012-09-20 00:00:00,No
Rylie,FLRN-FD-12-0932,Owner's injuries,,,,,,,,,,2012-09-16 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,,2012-10-03 00:00:00,Owner's injuries,Yes,9/15 HW & 10/3 F/T,No
Bensen,PICK-MD-12-0682,Fiance wants him out,,,,,,,,,,July 2012,,,,,,,,,,2013,,,,Adopted 10/31/12,,,,,,"Lynn Planning Return on 10/28, before event",,,,2012-10-12 00:00:00,Fiance wants him out,Yes,"HW 10/1, needs F/T meds",No
Zoey,PICK-FD-12-0506,Too much travel,,,,,,,,,,May 2012,,,,,,,,,,2013,,,,,,,,,,Lynn Planning Return,,,,2012-10-14 00:00:00,Too much travel,Yes,2012-10-01 00:00:00,No
Porter,KIN-MD-12-0714,Separation Anxiety,,,,,,,,,,2012-10-14 00:00:00,,,,,,,,,,2013,,,,,,,,,,,,,,2012-10-24 00:00:00,Separation Anxiety,Yes,2012-10-19 00:00:00,No
Bugsy,GLSTR-MD-12-0893,Not great with kids.  Doesn't like the dad,,,,,,,,,,10/6/12?  Trial,,,,,,,,,,2013,,,,Adopted 11/1/12,,,,,,,,,,,Not great with kids.  Doesn't like the dad,Yes,F/T 10/10/12   HW 10/11/12,
Basha,PICK-FD-12-0949,Food guarding & not getting along w other dog,,,,,,,,,,2012-09-30 00:00:00,,,,,,,,,,2013,,,,,,,,,,Sue Caley to foster,,,,2012-10-14 00:00:00,Food guarding & not getting along w other dog,Yes,"10/18/12 HW, 10/1/12 F/T meds",
