DOG NAME,LINK,SEX,AGE,WEIGHT,BREED MIXES,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,KIDS2,month,year,Column3,Column4,Column5,Column6,Column7,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,HW,FT,C,ALTERED,Column1,Dog Name,Column2,ID,TRANSPORT DATE,Date of Birth,Adopted On,MIX,AGE MEASURE,SECONDARY BREED,SPAYED/NEUTERED
Akira,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8916193&key=Mqr6gy1W,Female,12,33.1,Labrador Retriever,Yellow,,,,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,PRCO-FD-15-0782,,,2015-08-16,Mix,years,,Yes
Tootsie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8921101&key=Mqr6gy1W,Female,3,40,Lab/Bulldog,Brown/Chocolate,Y,Y,,,,,2015,,,,,,,Bully Screen; met cat and didn't seem to care; HW treatment ended 7/30,,,Yes,,,,,,,FLRN-FD-15-0849,,,2015-09-06,Mix,years,Bulldog,Yes
Cherry,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8921147&key=Mqr6gy1W,Female,1,30,Hound,Yellow,,Y,,,,,2015,,,,,,,"New this week; hound mix; bilateral cherry eyes (will be fixed before transport); ok with cats at the barn
",,,No,,,,,,,FLRN-FD-15-0823,,,2015-08-30,Mix,years,Retriever,Yes
Zeus,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8925676&key=Mqr6gy1W,Male,9,31.5,Shepherd,"Black with Tan, Yellow or Fawn",,,,,,,2015,,,,,,,New this week; Shepherd Mix,,,No,,,,,,,PRCO-MD-15-1019,,,2015-10-25,Mix,months,,Yes
Iggy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8928985&key=Mqr6gy1W,Female,17,25,Lab/Basset,Black w/ White,,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,FLRN-FD-15-0742,,,2015-08-06,Mix,weeks,Shepherd,No
Patria,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8933780&key=Mqr6gy1W,Female,6,27,Labrador Retriever,Black with White,,,,,,,2015,,,,,,,New this week; Puppy Screen ; Lab Mix,,,No,,,,,,,PRCO-FD-15-0810,,,2015-08-25,Mix,months,Labrador Retriever,Yes
Blanca,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8934204&key=Mqr6gy1W,Female,1.5,20.2,Papillon,White,Y,,,,,,2015,,,,,,,High energy for a small dog,,,No,,,,,,,PRCO-FD-15-0780,,,2015-08-26,Mix,years,Terrier,Yes
Carmela,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8934940&key=Mqr6gy1W,Female,2.5,29,Daschund,Brown/Chocolate,Only larger dogs ,,,,,,2015,,,,,,,Walks alone not enough; got kicked out of daycare for going after small dogs; fine at dog park,,,No,,,,,,,PRCO-FD-15-0783,,,2015-09-20,Mix,years,,Yes
Aaron,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8938142&key=Mqr6gy1W,Male,7,20,Terrier,White with Brown or Chocolate,Y,Y,,,,,2015,,,,,,,Walks alone not enough; good with cats; separation anxiety,,,No,,,,,,,FLRN-MD-15-0815,,,2015-10-18,Mix,months,,Yes
Cypress,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8949237&key=Mqr6gy1W,Female,4,39,Shepherd,Brown and Black,RECOMMENDED,,,,,,2015,,,,,,,Walks alone not enough; 2nd dog RECOMMENDED for shyness; gets very stressed and gets car sick,,,No,,,,,,,GLTR-FD-15-0773,,,2015-10-01,Mix,years,,Yes
Scotty (3 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8951225&key=Mqr6gy1W,Male,11,9,Terrier,"White with Tan, Yellow or Fawn",RECOMMENDED,,,,,,2015,,,,,,,Puppy Screen ; 2nd dog recommended (shy),,,No,,,,,,,PRCO-MD-15-0887,,,2015-09-27,Mix,weeks,Spaniel,No
Junior,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8952214&key=Mqr6gy1W,Male,2,45,Basset Hound,White with Black,,Y,,,,,2015,,,,,,,New this week; Basset Mix; good with cats,,,No,,,,,,,FLRN-MD-15-0835,,,2015-08-30,Mix,years,,Yes
Andy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8952500&key=Mqr6gy1W,Male,1 - 2,40,Shepherd,Golden/Chestnut,Y,,,,,,2015,,,,,,,Walks alone not enough; bully screen,,,No,,,,,,,FLRN-MD-15-0820,,,2015-09-12,Mix,years,Bulldog,Yes
Magda (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8952699&key=Mqr6gy1W,Female,4,20,Labrador Retriever,Black with White,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,FLRN-FD-15-0836,,,2015-09-06,Mix,months,,Yes
Cedar,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8956935&key=Mqr6gy1W,Male,2,51,Pointer,White and Tan,,,,,,,2015,,,,,,,Very high energy; walks alone not enough,,,No,,,,,,,GLTR-MD-15-0772,,,2015-08-23,Mix,years,Retriever,Yes
Starla (3 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8957615&key=Mqr6gy1W,Female,11,10,Terrier,White,RECOMMENDED,,,,,,2015,,,,,,,Puppy Screen ; 2nd dog recommended (shy),,,No,,,,,,,PRCO-FD-15-0889,,,2015-09-25,Mix,weeks,Spaniel,No
Phoebe,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8958662&key=Mqr6gy1W,Female,3,32,Airedale Terrier,Brown/Chocolate with Black,Yes,,,,,,2015,,,,,,,Walks alone not enough; some history of abuse,,,No,,,,,,,HERT-FD-15-0768,,,2015-08-19,Mix,years,Airedale Terrier,Yes
Frisbee (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8962521&key=Mqr6gy1W,Male,3,55,Shepherd,Tan/Brown & Black & Whi,Y,,,,,,2015,,,,,,,Walks alone not enough; HW treatment dates: ,,,Yes,,,,,,,FLRN-MD-15-0901,,,2015-09-27,Mix,years,,Yes
Agnus,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8970183&key=Mqr6gy1W,Female,1 - 2,40,Shepherd,White with Brown or Chocolate,Y,Y,,,,,2015,,,,,,,Surrendering owner says she is  good with cats; great with kids at event,,,No,,,,,,,FLRN-FD-15-0816,,,2015-09-06,Mix,years,,Yes
Roxy (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8970627&key=Mqr6gy1W,Female,12,14,Rottweiler,"Black with Tan, Yellow or Fawn",,,,,,,2015,,,,,,,New this week; Rottie Mix; Puppy Screen,,,No,,,,,,,FLRN-FD-15-0845,,,2015-08-30,Mix,weeks,,No
Ellie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8971475&key=Mqr6gy1W,Female,5,50,Keeshond,Grey,,,YES,,,,2015,,,,,,,Walks alone not enough; Sep. anxiety reported from overnight foster,,,No,,,,,,,MTHY-FD-15-0791,,,2015-08-24,Mix,years,,Yes
JJ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8973135&key=Mqr6gy1W,Male,4,13,Chihuahua,Orange,Y,Y,,,,,2015,,,,,,, No kids under 15; Chi mix; good with cats,,,No,,,,,,,FLRN-MD-15-0834,,,2015-09-12,Mix,years,,Yes
Heaven,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8979906&key=Mqr6gy1W,Female,1,40,Shepherd,Tan,Y,,,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,MTHY-FD-15-0796,,,2015-08-30,Mix,years,Labrador Retriever,Yes
Bebop,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8980131&key=Mqr6gy1W,Female,1,30-35,Shepherd,Black,Y,,,,,,2015,,,,,,,Doesn't have the greatest dog manners; infected spay site (14 days of meds starting 8/22),,,No,,,,,,,MTHY-FD-15-0789,,,2015-08-30,Mix,years,,Yes
Luna,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8980709&key=Mqr6gy1W,Female,2,45,Boxer,Brindle,,,Yes,,,,2015,,,,,,,New this week; Boxer Mix,,,No,,,,,,,MTHY-FD-15-0801,,,2015-08-24,Mix,years,,Yes
Bryce ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8981701&key=Mqr6gy1W,Male,4,22,Labrador Retriever,,Y,,,,,,2015,,,,,,,Puppy Screen; 3 shot; bully screen,,,No,,,,,,,FLRN-MD-15-0822,,,2015-09-12,Mix,months,,Yes
Polly (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8981754&key=Mqr6gy1W,Female,8,5.5 - 8.5,Wire Haired Terrier,Tan/Yellow/Fawn with Black,,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,HERT-FD-15-0766,,,2015-08-22,Mix,weeks,,No
Peggy (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8981765&key=Mqr6gy1W,Female,8,5.5 - 8.5,Wire Haired Terrier,Tan/Yellow/Fawn with Black,,,NO,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,HERT-FD-15-0765,,,2015-08-22,Mix,weeks,,No
Patty (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8981780&key=Mqr6gy1W,Female,8,5.5 - 8.5,Wire Haired Terrier,Tan,,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,HERT-FD-15-0764,,,2015-08-22,Mix,weeks,,No
Pam (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8981795&key=Mqr6gy1W,Female,8,5.5 - 8.5,Wire Haired Terrier,Tan,REQUIRED ,,,,,,2015,,,,,,,Puppy Screen; Needs 2nd dog,,,No,,,,,,,HERT-FD-15-0763,,,2015-08-22,Mix,weeks,,No
Bertie Mae,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8983174&key=Mqr6gy1W,Female,8,90,Flat Coated Retriever ,Black,Has to be the right dog,NO,,,,,2015,,,,,,,Overweight; No cats; Alpha female; fine with older kids (will knock small kids over); Needs an confident/ experienced dog owner,,,,,,,,,,PICK-FD-09-004,,,,,,,
Luke,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8984978&key=Mqr6gy1W,Male,8,30,Shepherd,Grey and Brown,,,,,,,2015,,,,,,,Walks alone not enough; puppy energy ,,,No,,,,,,,GLTR-MD-15-0775,,,2015-08-22,Mix,months,,Yes
River,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8984983&key=Mqr6gy1W,Female,2.5 ,10,Border Collie,Black,,,Y,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,MTHY-FD-15-0781,,,2015-08-21,Mix,months,Border Collie,No
Grace,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8985793&key=Mqr6gy1W,Female,1,20-25,Pointer,White with Black,Required,,,,,,2015,,,,,,,2nd dog required (very shy),,,No,,,,,,,MTHY-FD-15-0794,,,2015-09-26,Mix,years,,Yes
Pisces,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8987615&key=Mqr6gy1W,Female,9,40,Boxer,Tan/Yellow/Fawn with White,Y,,Yes,,,,2015,,,,,,,Bully Screen; Walks alone not enough; fine with cat in foster,,,No,,,,,,,MTHY-FD-15-0859,,,2015-09-13,Mix,months,Bulldog,Yes
Mika,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8993059&key=Mqr6gy1W,Female,1,30,Spaniel,Brown/Chocolate with Black,,,,,,,2015,,,,,,,New this week; Spaniel Mix,,,No,,,,,,,MTHY-FD-15-0802,,,2015-08-22,Mix,years,,Yes
Bonita,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8993097&key=Mqr6gy1W,Female,6 - 7,61,American Bulldog,White,Y,,,,,,2015,,,,,,,Bully screen; bulldog mix; put adopter in touch with Lisa re: food allergies ; treated for skin infection in early October,,,,,,,,,,GLTR-FD-15-0784,,,,,,,
Quinoa,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8998245&key=Mqr6gy1W,Female,1,40,Shepherd,Tan/Yellow/Fawn with Black,Y,,,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,MTHY-FD-15-0803,,,2015-08-03,Mix,years,,Yes
Roskoe,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8999684&key=Mqr6gy1W,Male,3,50,Shepherd,Tan/Yellow/Fawn with Black,Y,,,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,MTHY-MD-15-0804,,,2015-09-04,Mix,years,,Yes
Legacy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8999702&key=Mqr6gy1W,Female,2.5,45,Border Collie,Black,Y,,,,,,2015,,,,,,,High energy; Walks alone not enough,,,No,,,,,,,MTHY-FD-15-0800,,,2015-08-30,,years,,Yes
Sally (3 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8999750&key=Mqr6gy1W,Female,9,10,Shepherd,Red/Golden/Orange/Chestnut with White,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,FLRN-FD-15-0846,,,2015-08-30,Mix,weeks,,No
Suzy (3 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8999755&key=Mqr6gy1W,Female,9,8,Shepherd,Red/Golden/Orange/Chestnut with White,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,FLRN-FD-15-0847,,,2015-09-07,Mix,weeks,,No
Cole (3 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9000840&key=Mqr6gy1W,Male,4.5,25,Labrador Retriever,Black with White,Y,,,,,,2015,,,,,,, Puppy Screen,,,No,,,,,,,FLRN-MD-15-0825,,,2015-09-03,Mix,months,,Yes
Andronico ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9001161&key=Mqr6gy1W,Female,3,13,Shepherd,Brindle with White,Y,,,,,,2015,,,,,,,Puppy Screen; 3 shot,,,,,,,,,,FLRN-FD-15-0819,,,,,,,
Ben,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9001260&key=Mqr6gy1W,Male,1.5,35,Pointer,Black with White,Y,,,,,,2015,,,,,,,Walks alone not enough - seems like a puppy; lives with kid,,,No,,,,,,,FLRN-MD-15-0821,,,2015-09-16,Mix,years,,Yes
Honesty,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9002158&key=Mqr6gy1W,Female,7,30-35,Weimaraner,Gray,,,,,,,2015,,,,,,,New this week; Weimaraner Mix,,,No,,,,,,,MTHY-FD-15-0798,,,2015-08-22,Mix,months,Terrier,Yes
Nina (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9004183&key=Mqr6gy1W,Female,3,7.5,Shepherd,Tan and Black,,,,,,,2015,,,,,,,New this week; Puppy Screen; Shepherd Mix,,,No,,,,,,,PRCO-FD-15-0807,,,2015-08-21,Mix,months,,No
Lita (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9004246&key=Mqr6gy1W,Female,3,10,Shepherd,Tan and Black,,,,,,,2015,,,,,,,New this week; Puppy Screen; Shepherd Mix,,,No,,,,,,,PRCO-FD-15-0806,,,2015-08-22,Mix,months,,No
Sabra,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9004560&key=Mqr6gy1W,Female,3.5,45,Labrador Retriever,Black,Y,,,,,,2015,,,,,,,Lives in foster with kids; walks alone not enough,,,No,,,,,,,MTHY-FD-15-0805,,,2015-08-30,Mix,years,,Yes
JoJo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9005543&key=Mqr6gy1W,Male,4,18,Chihuahua,Tan,Y,,,,,,2015,,,,,,,Chi Mix;No kids under 15,,,No,,,,,,,PRCO-MD-15-0809,,,2015-08-30,Mix,years,,Yes
Hermione,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9006050&key=Mqr6gy1W,Female,2,45,Boxer,Brindle with White,,,,,,,2015,,,,,,,New this week; Boxer Mix,,,No,,,,,,,MTHY-FD-15-0797,,,2015-08-22,Mix,years,,Yes
Rocky (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9009554&key=Mqr6gy1W,Male,14,15,Shepherd,Brindle with White,Y,,Yes,,,,2015,,,,,,,Good w/ dogs & kids,,,No,,,,,,,FLRN-MD-15-0843,,,2015-09-02,Mix,weeks,Retriever,No
Jamie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9011146&key=Mqr6gy1W,Male,8,18,JTR,Black,,,,,,,2015,,,,,,,,,,No,,,,,,,OTHR-MD-15-0786,,,2015-09-18,Mix,years,Schnauzer,Yes
Davidson,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9012681&key=Mqr6gy1W,Male,2,10.2,Chihuahua,Black with White,,,,,,,2015,,,,,,,New this week; Chi Mix;No kids under 15,,,No,,,,,,,MTHY-MD-15-0790,,,2015-08-23,Mix,years,,Yes
Moe (3 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9014314&key=Mqr6gy1W,Male,4,25,Labrador Retriever,Black with White,,,,,,,2015,,,,,,,New this week; Lab Mix; Puppy Screen,,,No,,,,,,,FLRN-MD-15-0839,,,2015-08-30,Mix,months,Terrier,Yes
Andrew ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9014318&key=Mqr6gy1W,Male,4,25,Shepherd,Red/Golden/Orange/Chestnut with White,Y,,,,,,2015,,,,,,,Puppy Screen ; 3 shot,,,No,,,,,,,FLRN-MD-15-0818,,,2015-09-16,Mix,months,Pointer,Yes
George,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9018675&key=Mqr6gy1W,Male,3,22,Golden Retriever,Tan,,,,,,,2015,,,,,,,New this week; Puppy Screen; Golden Mix,,,No,,,,,,,MTHY-MD-15-0814,,,2015-08-22,Mix,months,,No
Reece,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9019029&key=Mqr6gy1W,Female,2,50,Boxer,Tan/Yellow/Fawn with Black,Yes,,,,,,2015,,,,,,,Walks alone not enough; Bully Screen,,,No,,,,,,,KINS-FD-15-1101,,,2015-12-20,Mix,years,Retriever,Yes
Lela,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9019030&key=Mqr6gy1W,Female,2,55,Retriever,Black with White,,,Y,,,,2015,,,,,,,Walks alone not enough (young lab mix); will be having orthopoedic surgery and will need rehab,,,No,,,,,,,KINS-FD-15-1180,,,2015-12-20,Mix,years,Labrador Retriever,Yes
Roxanna,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9026144&key=Mqr6gy1W,Female,7,50,American Staffordshire Terrier Mix,Grey,Y,,,,,,2015,,,,,,,Bully Screen; walks alone not enough,,,No,,,,,,,GLTR-FD-15-0850,,,2015-10-24,Mix,months,,Yes
Christopher,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9028488&key=Mqr6gy1W,Male,2,18,Daschund,"White with Tan, Yellow or Fawn",,,,,,,2015,,,,,,,New this week; Doxie Mix,,,No,,,,,,,FLRN-MD-15-0824,,,2015-08-30,Mix,years,Basset Hound,Yes
Ramon,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9030661&key=Mqr6gy1W,Male,2 - 3,61,Labrador Retriever,Black with White,Y,,,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,ALAN-MD-15-0875,,,2015-09-25,Mix,years,Flat Coated Retriever,Yes
Samuel,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9030955&key=Mqr6gy1W,Male,4,38,Beagle,White/Tan/Black,Y,,Y,,,,2015,,,,,,,Caution on apartments (beagle),,,No,,,,,,,GLTR-MD-15-0851,,,2015-09-06,Mix,years,,Yes
Maiya,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9031060&key=Mqr6gy1W,Female,5,30,Shepherd,Golden/Chestnut,Y,Y,Y,,,,2015,,,,,,,Puppy Screen; fine with cats,,,No,,,,,,,FLRN-FD-15-0837,,,2015-09-21,Mix,months,,Yes
Ralph,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9036791&key=Mqr6gy1W,Male,2,61,Labrador Retriever,Black,Y,,,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,ALAN-MD-15-0874,,,2015-09-27,Mix,years,,Yes
Smiley,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9038283&key=Mqr6gy1W,Male,1,10,Chihuahua,Golden/Chestnut,Recommended,Y,,,,,2015,,,,,,,No kids under 15; Chi mix; lived with cats; shy(nervous); 2nd dog RECOMMENDED; not snappy at events and good at home with the foster's other dogs.,,,No,,,,,,,FLRN-MD-15-0848,,,2015-10-10,Mix,years,,Yes
Strudel (2 shot ),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9038385&key=Mqr6gy1W,Female,11,6,Golden Retriever,Tan,,,,,,,2015,,,,,,,New this week; Puppy Screen; Golden Mix,,,No,,,,,,,MTHY-FD-15-0854,,,2015-08-30,Mix,weeks,Retriever,No
Breezy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9042809&key=Mqr6gy1W,Male,1,38,Border Collie,Black with White,,,,,,,2015,,,,,,,New this week; Border Collie Mix,,,No,,,,,,,MTHY-FD-15-0855,,,2015-09-06,Mix,years,,Yes
Blaine,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9045418&key=Mqr6gy1W,Male,1,45.2,Boxer,White with Black,Y,,,,,,2015,,,,,,,Bully Screen; Walks alone not enough,,,No,,,,,,,MTHY-MD-15-0870,,,2015-09-20,Mix,years,,Yes
Leeroy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9047358&key=Mqr6gy1W,Male,7,48,Lab,Black,Y,,,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,MTHY-MD-15-0872,,,2015-09-14,Mix,months,Shepherd,Yes
Dynamite (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9053711&key=Mqr6gy1W,Male,3,27.4,Wire Haired Terrier,Tan/Yellow/Fawn with White,Y,,,,,,2015,,,,,,, HW treatment ended 7/16/rest period ended 9/16,,,Yes,,,,,,,MTHY-MD-15-0871,,,2015-09-20,Mix,years,,Yes
Gilbert,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9061814&key=Mqr6gy1W,Male,1,24.4,Terrier,White,Y,,,,,,2015,,,,,,,Potentially medium energy dog,,,No,,,,,,,PRCO-MD-15-0942,,,2015-10-30,Mix,years,,Yes
Dottie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9072983&key=Mqr6gy1W,Female,3,36,Beagle,Tan/Brown & Black & Whi,Y,Y,,,,,2015,,,,,,,caution on apartments (beagle mix); passed cat test,,,No,,,,,,,GLTR-FD-15-0852,,,2015-10-11,Mix,years,,Yes
Biscuit (3 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9075164&key=Mqr6gy1W,Male,12,12,Terrier,"White with Tan, Yellow or Fawn",Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,FLRN-MD-15-0861,,,2015-09-08,Mix,years,,Yes
Lychee,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9080458&key=Mqr6gy1W,Female,1 - 2,8,Chihuahua,"Black with Brown, Red, Golden, Orange or Chestnut",Y,,,,,,2015,,,,,,, Chi Mix; No Kids Under 15; No apartments - sep. anxiety,,,No,,,,,,,FLRN-FD-15-0904,,,2015-10-11,Mix,years,,Yes
Geronimo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9080524&key=Mqr6gy1W,Male,1,10.4,Chihuahua,"White with Tan, Yellow or Fawn",Y,,,,,,2015,,,,,,, No Kids Under 15; Chi Mix,,,No,,,,,,,MTHY-MD-15-0856,,,2015-09-20,Mix,years,,Yes
Precious,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9084801&key=Mqr6gy1W,Female,4 - 5,20,Beagle,Tan/Brown & Black & White),Y,,,,,,2015,,,,,,,Lives with cat; medium energy; dental issues,,,No,,,,,,,GLTR-FD-15-0869,,,2015-09-20,Mix,years,,Yes
Otto (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9087599&key=Mqr6gy1W,Male,10,10,Hound,Black with White,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,FLRN-MD-15-0866,,,2015-09-29,Mix,weeks,Retriever,No
Oscar (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9087602&key=Mqr6gy1W,Male,10,13,Hound,Fawn,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,FLRN-MD-15-0865,,,2015-09-23,Mix,weeks,Retriever,No
Olivia (2 shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9087613&key=Mqr6gy1W,Female,10,12,Hound,Black with White,Y,,,,,,2015,,,,,,,Puppy Screen,,,No,,,,,,,FLRN-FD-15-0864,,,2015-09-27,Mix,weeks,Retriever,No
Herbie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9092876&key=Mqr6gy1W,Male,2,60,Lab,Tan and White,Y,,NO,,,,2015,,,,,,,Walks alone not enough,,,No,,,,,,,KINS-MD-15-1014,,,2015-11-07,Mix,years,Labrador Retriever,Yes
Bunny,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9093416&key=Mqr6gy1W,Male,1,20,Terrier,Tan/Yellow/Fawn with Black,,,Y,,,,2015,,,,,,,New this week; Terrier Mix,,,No,,,,,,,PRCO-MD-15-0953,,,2015-10-04,Mix,years,,Yes
Melissa,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9095549&key=Mqr6gy1W,Female,4,19,Beagle,Brown/Chocolate with White,Y,,No,,,,2015,,,,,,,High energy; Walks alone not enough,,,No,,,,,,,HERT-FD-15-0878,,,2015-09-26,Mix,years,,Yes
Joey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9095712&key=Mqr6gy1W,Male,4,21,Beagle,Brown/Chocolate with White,Y,,,,,,2015,,,,,,,Can't go to daycare; guarding/marking issues; high energy; walks alone not enough; lives with kids in foster,,,No,,,,,,,HERT-MD-15-0877,,,2015-10-25,Mix,years,,Yes
Roxy (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9096490&key=Mqr6gy1W,Female,2,40,Shepherd,Tan/Yellow/Fawn with Black,Y,,,,,,2015,,,,,,,Walks alone not enough; HW treatment 9/22,,,Yes,,,,,,,FLRN-FD-15-0993,,,2015-10-25,Mix,years,,Yes
Fido,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9098522&key=Mqr6gy1W,Male,3,6,Chihuahua,White with Brown or Chocolate,,,,,,,2015,,,,,,,New this week; Chi Mix; No Kids Under 15,,,No,,,,,,,FLRN-MD-15-0899,,,2015-09-20,Mix,years,,Yes
Maddox,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9099102&key=Mqr6gy1W,Male,1,55,Lab,Black,Y,,,,,,2015,,,,,,,Walks alone not enough; Fine with cat in overnight foster;no kids under 15 due to food guarding issues,,,No,,,,,,,KINS-MD-15-0881,,,2015-09-20,Mix,years,,Yes
Scarlett (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9104512&key=Mqr6gy1W,Female,2,55 - 60,Hound,Black and Tan,Y,,,,,,2015,,,,,,,Walks alone not enough; HW positive - treatment TBD,,,No,,,,,,,KINS-FD-15-0883,,,2015-09-24,Mix,years,,Yes
