DOG NAME,LINK,SEX,AGE,WEIGHT,BREED MIXES,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,month,year,ID,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,TRANSPORT DATE,ALTERED,HW,FT,C,Date of Birth,Adopted On,MIX,AGE MEASURE,SECONDARY BREED,SPAYED/NEUTERED
Olivia ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7503870&key=Mqr6gy1W,Female,10,10,Heeler,Black w/ Tan and White,,,,,,2014,FLRN-FD-14-0990,,puppy screen; heeler mixes (discuss herding behaviors),,,,,No,,,,9/28/2014,Mix,weeks,,No
Chewbacca (P-2),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7581080&key=Mqr6gy1W,Male,8,9,Beagle,Black w/ White,,,,,,2014,FLRN-MD-14-0959,,Puppy Screen,,,,,No,,,,10/5/2014,Mix,weeks,Labrador Retriever,No
Camille,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7323630&key=Mqr6gy1W,Female,3,20,beagle,tri colored,Y,,,,,2014,GLTR-FD-14-0824,," easy first dog; recovering from bite to ear; warning for apt/condo: barks when left alone for 5-10 min, very sweet, good with people (even kids), alpha— but good with most dogs, LOVES to be chased at the dog park by larger dogs!",,,,,Yes,,,,10/5/2014,Mix,years,,Yes
Angaleen,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7571942&key=Mqr6gy1W,Female,7,25,Chihuahua,Black w/ Brown,Required,Yes,,,,2014,FLRN-FD-14-0954,,Chi mix; shy - needs second dog; no kids under 15; passed shelter cat test ,,,,,No,,,,10/5/2014,Mix,months,Mini Pinscher,Yes
Bitsy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7544664&key=Mqr6gy1W,Female,4,8,Chihuahua,White w/ Brown,,,,,,2014,FLRN-FD-14-0955,,Chi mix; no kids under 15; is losing hair; treating her for skin infection but may require a skin scrape if not improving,,,,,No,,,,3/18/2015,Mix,years,,Yes
Frederick,,Male,10,50-60,Bouvier/Poodle  ,Charcoal,,,,,,2014,MTHY-MD-14-0438,,"high prey drive (killed baby deer), not cats or small animals; energetic young dog - walks alone not enough",,,,,No,,,,10/5/2014,Mix,months as of 4/16/14,Poodle,Yes
Hancock,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7629588&key=Mqr6gy1W,Male,7-Jun,16.4,Beagle,Caramel,,,,,,2014,MTHY-MD-14-1015,,puppy screen (6-7 mo),,,,,No,,,,10/5/2014,Mix,months,,Yes
Clayton,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7630226&key=Mqr6gy1W,Male,5,22,Fiest,White and Brown,,y,,,,2014,FLRN-MD-14-1030,,Passed Shelter Cat test ,,,,,No,,,,10/5/2014,Mix,months,,Yes
Gunnar,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7625336&key=Mqr6gy1W,Male,18,31,Pointer,White w/ Brown,,,,,,2014,FLRN-MD-14-1036,,Passed Shelter Cat test ,,,,,No,,,,10/5/2014,Mix,weeks,Bulldog,Yes
Levi,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7571853&key=Mqr6gy1W,Male,14,13,Hound,Black and Brown w/ White,,,,,,2014,FLRN-MD-14-1042,,,,,,,No,,,,10/5/2014,Mix,weeks,,No
McNalley (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7324383&key=Mqr6gy1W,Male,1.5,41,Basset Hound,Red,,,,,,2014,FLRN-MD-14-1043,,,,,,,Yes,,,,10/4/2014,Mix,years,,Yes
Petunia,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7621406&key=Mqr6gy1W,Female,16,8,Rat Terrier,Tan/Brown & Black & White,,y,,,,2014,FLRN-FD-14-1044,,Passed Shelter Cat test ,,,,,No,,,,10/5/2014,Mix,weeks,,Yes
Rain,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7650442&key=Mqr6gy1W,Female,6,15,Schnauzer,Golden,,,,,,2014,FLRN-FD-14-1045,,,,,,,No,,,,10/4/2014,Mix,months,,Yes
Raylan,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7650472&key=Mqr6gy1W,Female,6,15,Schnauzer,Golden,,,,,,2014,FLRN-FD-14-1046,,,,,,,No,,,,10/4/2014,Mix,months,,Yes
Terrance,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7630205&key=Mqr6gy1W,Male,10,14,Labrador Retriever,Black,,,,,,2014,FLRN-MD-14-1054,,,,,,,No,,,,10/5/2014,Mix,weeks,,No
Kacey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7612110&key=Mqr6gy1W,Female,6,25,Spaniel,Yellow,,yes,,,,2014,FLRN-FD-14-1040,,Passed shelter cat test,,,,,No,,,,10/7/2014,Mix,months,,Yes
Edith,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7651627&key=Mqr6gy1W,Female,8-Jul,28,Shepherd,Black and Tan,,,,,,2014,FLRN-FD-14-1033,,young shep mix; high energy - walks alone not enough,,,,,No,,,,10/8/2014,Mix,months,,Yes
Chili,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7580929&key=Mqr6gy1W,Female,4,20,Cairn Terrier,Fawn,,,,,,2014,HERT-FD-14-0998,,gets nippy with other dogs( on a leash only - does fine in day care);passed shelter cat test; terrier energy,,,,,No,,,,10/11/2014,Mix,years,Terrier,Yes
Teddy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7563388&key=Mqr6gy1W,Male,1,45,Retriever,Tan,,No,,,,2014,FLRN-MD-14-0981,,"Walks funny b/c of bowed legs- had his knees and hips xrayed.  Some arthritis in knee but ligaments look fine, nothing that needs surgical intervention.  / NO CATS / his xrays are came on transport",,,,,No,,,,10/11/2014,Mix,years,,Yes
Alex,http://www.petfinder.com/petdetail/28636009/,Male,1,68,Labrador Retriever,Yellow,Y,N,,,,2014,PICK-MD-14-0279,,"
young lab, lived with kids, walks alone not enough",,,,,No,,,,10/12/2014,Mix,year,,Yes
Apple,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7667020&key=Mqr6gy1W,Female,4,8,Chi,Tan,Y,N,,,,2014,PRCO-MD-14-1061,,,,,,,,,,,,,,,
Driver,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7077702&key=Mqr6gy1W,Male,4,40,Hound,White w/ Chestnut,,y,,,,2014,FLRN-MD-14-1032,,passed shelter cat test; hound mix -- caution apartments ,,,,,No,,,,10/7/2014,Mix,years,,Yes
Gertrude,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7625249&key=Mqr6gy1W,Female,18,21,Pointer,"White, Tan, Black",,y,,,,2014,FLRN-FD-14-1035,,puppy screen; Passed Shelter Cat test ,,,,,No,,,,10/11/2014,Mix,weeks,Bulldog,Yes
Jambalaya,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7636998&key=Mqr6gy1W,Male,1,20.6,Beagle,White w/ Brown and Tan,,,,,,2014,MTHY-MD-14-1067,,shy beagle mix; may need second dog,,,,,No,,,,10/11/2014,Mix,years,Pointer,Yes
Maya,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7488775&key=Mqr6gy1W,Female,2,30,Labrador Retriever,Black and White,Yes,,,,,2014,PRCO-FD-14-1070,, border collie mix- walks alone not enough,,,,,No,,,,10/12/2014,Mix,years,,Yes
Tilly,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7630215&key=Mqr6gy1W,Female,10,12,Labrador Retriever,Black,,,,,,2014,FLRN-FD-14-1055,,puppy screen,,,,,No,,,,10/12/2014,Mix,weeks,,No
Tammy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7630214&key=Mqr6gy1W,Female,10,12,Labrador Retriever,Black with White,,,,,,2014,FLRN-FD-14-1052,,puppy screen,,,,,No,,,,10/11/2014,Mix,weeks,,No
Kotter,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7625066&key=Mqr6gy1W,Male,6,40,Shepherd,Tan w/ White,,,,,,2014,MTHY-MD-14-1077,,,,,,,No,,,,10/12/2014,Mix,months,,Yes
Sakari,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7598603&key=Mqr6gy1W,Female,10,35-45,Shepherd,White w/ Brown,,,,,,2014,MTHY-FD-14-1080,,,,,,,No,,,,10/12/2014,Mix,months,,Yes
Irene,,Female,4,9,Terrier,Black and Tan,,,,,,2014,PRCO-FD-14-1086,,,,,,,No,,,,10/12/2014,Mix,months,,No
Isabel,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7666678&key=Mqr6gy1W,Female,4,9,Terrier,Black and Tan,,,,,,2014,PRCO-FD-14-1087,,puppy screen,,,,,No,,,,10/14/2014,Mix,months,,No
Gus,,Male,18,21,Pointer,,,,,,,2014,FLRN-MD-14-1098,,,,,,,No,,,,10/17/2014,Mix,weeks,Bulldog,Yes
Sable,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7658291&key=Mqr6gy1W,Female,4-Mar,40,Shepherd,Brown w/ Black,,,,,,2014,FLRN-FD-14-1105,,good with cats,,,,,No,,,,10/19/2014,Mix,years,,Yes
Trey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7643882&key=Mqr6gy1W,Male,6,25,Labrador Retriever,Golden/Chestnut,,,,,,2014,FLRN-MD-14-1107,,good with cats,,,,,No,,,,10/19/2014,Mix,months,,Yes
Zachary,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7615576&key=Mqr6gy1W,Male,5,28,Labrador Retriever,Black,,,,,,2014,FLRN-MD-14-1108,,,,,,,No,,,,10/19/2014,Mix,months,,Yes
Rocky (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7639917&key=Mqr6gy1W,Male,5,53,Pointer,White and Brown,,,,,,2014,GLTR-MD-14-1072,,young spaniel mix; high energy - walks alone not enough,,,,,Yes,,,,10/19/2014,Mix,years,,Yes
Lucy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7213664&key=Mqr6gy1W,Female,8,42,lab mix,tan,Y,,No,,,2014,OTHR-FD-14-0746,,Owner Surrender- no kids under 15 given the possible resource guarding. ,,,,,No,,,,10/19/2014,Mix,years,,Yes
Bini,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7642105&key=Mqr6gy1W,Female,2,54.6,Boxer,Brindle,,,,,,2014,MTHY-FD-14-1065,,Bully Screen (boxer); walks alone not enough,,,,,No,,,,10/18/2014,Mix,years,,Yes
Chloe,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7571823&key=Mqr6gy1W,Female,3,25,Beagle,Red and White,,y,,,,2014,FLRN-FD-14-1029,,Passed shelter cat test; most likely easy first dog,,,,,No,,,,10/12/2014,Mix,years,,Yes
Chase,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7635175&key=Mqr6gy1W,Male,1,66,Shepherd,Brown/Chocolate with Tan,,,,,,2014,GLTR-MD-14-1062,,bully screen; energetic young dog; walks alone not enough,,,,,No,,,,10/19/2014,Mix,years,,Yes
Oscar,,Male,1,20,Dachshund,,,,,,,2014,FLRN-MD-14-1103,,"good with cats;
No kids under 15 for Oscar ",,,,,No,,,,10/19/2014,Mix,years,,Yes
Tyson,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7630213&key=Mqr6gy1W,Male,10,13,Labrador Retriever,Black w/ White,,,,,,2014,FLRN-MD-14-1060,,puppy screen,,,,,No,,,,10/18/2014,Mix,weeks,,No
Constance,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7593966&key=Mqr6gy1W,Female,3,42,Hound,White w/ Brown,,,,,,2014,GLTR-FD-14-0993,,young hound; good with cats; walks alone not enough; caution on apartments,,,,,No,,,,10/23/2014,Mix,years,Pointer,Yes
Keiffer,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7640251&key=Mqr6gy1W,Female,1,33,Shepherd,Brown Brindle w/ White,,,,,,2014,MTHY-FD-14-1117,,,,,,,No,,,,10/26/2014,Mix,years,,Yes
Savannah,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7636996&key=Mqr6gy1W,Female,1,16.4,Beagle,White w/ Tan and Brown Spots,,,,,,2014,MTHY-FD-14-1119,,,,,,,No,,,,12/20/2014,Mix,years,Pointer,Yes
Allen,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7704253&key=Mqr6gy1W,Male,4,7-Jun,Terrier,,,,,,,2014,PRCO-MD-14-1111,,,,,,,No,,,,10/26/2014,Mix,months,,No
Bentley,,Male,12,12,Husky,Brown/Chocolate with Tan,,,,,,2014,FLRN-MD-14-1114,,puppy screen,,,,,No,,,,11/1/2014,Mix,weeks,,No
Girlfriend,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7409983&key=Mqr6gy1W,Female,1.5,61.2,Boxer,Brindle & White,Y,Y,,,,2014,MTHY-FD-14-0893,, bully screen (boxer mix); passed shelter cat test; energetic; walks alone not enough,,,,,No,,,,10/26/2014,Mix,years,,Yes
Ines,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7666652&key=Mqr6gy1W,Female,4,9,Terrier,"Black, Tan and Brown",,,,,,2014,PRCO-FD-14-1085,,puppy screen,,,,,No,,,,10/25/2014,Mix,months,,No
Ivan,,Male,4,9,Terrier,Black and Tan,,,,,,2014,PRCO-MD-14-1088,,puppy screen,,,,,No,,,,10/26/2014,Mix,months,,No
Ivana,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7666687&key=Mqr6gy1W,Female,4,9,Terrier,Yellow,,,,,,2014,PRCO-FD-14-1089,,puppy screen,,,,,No,,,,10/22/2014,Mix,months,,No
Keebler,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7150540&key=Mqr6gy1W,Male,3,55,American Bulldog,Merle w/ White,,,,,,2014,FLRN-MD-14-1100,,bully screen; good with cats; walks alone not enough,,,,,No,,,,10/25/2014,Mix,years,,Yes
Rosie Ray,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=6891488&key=Mqr6gy1W,Female,3-Feb,40-45,Blue Heeler,Brown and Tan,,,,,,2014,KINS-FD-14-1074,,"New this week. She will get HW treatment here at Palisades once she arrives.  For any questions, refer people to Sheila.",,,,,Yes,,,,10/26/2014,Mix,years,,Yes
Tahoe,,Male,4,,Pyrenees,White and Black,Yes,Yes,,,,2014,FLRN-MD-14-1106,,good with cats; likely easy first dog,,,,,No,,,,10/25/2014,Mix,years,,Yes
Mags ,http://www.petfinder.com/petdetail/28737330/,Female,1.5,40.2,Labrador Retriever,Brindle,Y,Y,Y,,,2014,MTHY-FD-14-0425,,good with kids and cats; leash reactive with people she knows -- guards them,,,,,No,,,,11/1/2014,Mix,years,Shepherd,Yes
Baron,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7598183&key=Mqr6gy1W,Male,4,18,Beagle,"White, Black and Brown",,,,,,2014,GLTR-MD-14-0992,," lived with kids, walks alone not enough; has an ear infection started on motemax",,,,,No,,,,11/2/2014,Mix,years,,Yes
Beyer,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7693882&key=Mqr6gy1W,Male,5,23 - 25,Shepherd,Tan w/ Black & White,,,,,,2014,MTHY-MD-14-1115,,Puppy screen; walks alone not enough,,,,,No,,,,11/1/2014,Mix,months,,Yes
Ilean,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7666683&key=Mqr6gy1W,Female,4,9,Terrier,Yellow,,,,,,2014,PRCO-FD-14-1084,,puppy screen,,,,,No,,,,11/1/2014,Mix,months,,No
Kate,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7642176&key=Mqr6gy1W,Female,2.5,55.8,Boxer,White,,,,,,2014,MTHY-FD-14-1076,,"bully screen (boxer mix), walks alone not enough",,,,,No,,,,11/1/2014,Mix,years,,Yes
Maya,,Female,5,80,Husky,White w/ Silver,,,,,,2014,OTH-FD-13-0104,,easy first dog,,,,,No,,,,11/2/2014,Mix,years,,Yes
Slinky,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7720922&key=Mqr6gy1W,Male,2,8.6,Mini Dachshund,Black w/ Tan,,,,,,2014,MTHY-MD-14-1161,, no kids under 15; caution on cats,,,,,,,,,10/31/2014,Mix,years,,Yes
Squirt,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7717175&key=Mqr6gy1W,Male,1,21.8,Corgi,"Red, Brown and White",,,,,,2014,MTHY-MD-14-1162,,passed cat shelter test,,,,,No,,,,10/31/2014,Mix,years,,Yes
Stabella,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7674399&key=Mqr6gy1W,Female,3,34.5,Border Collie,Black w/ White,Yes,,,,,2014,MTHY-FD-14-1163,,Currently housed with 2 other dogs;passed cat shelter test,,,,,No,,,,11/2/2014,Mix,years,,Yes
Trevor,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7716176&key=Mqr6gy1W,Male,1.5,57,Labrador Retriever,Brindle,,,,,,2014,MTHY-MD-14-1166,,caution on cats,,,,,No,,,,11/1/2014,Mix,years,Boxer,Yes
Bengie (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7561702&key=Mqr6gy1W,Male,3,30,Beagle,White w/ Tan,,,,,,2014,FLRN-MD-14-1123,,Respects cats in foster home,,,,,Yes,,,,11/2/2014,Mix,years,,Yes
Blakely,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7707725&key=Mqr6gy1W,Female,6,20,Border Collie,Black with White,,,,,,2014,FLRN-FD-14-1124,,,,,,,No,,,,10/31/2014,Mix,months,,Yes
Faith,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7744131&key=Mqr6gy1W,Female,10,20,Terrier,,,,,,,2014,FLRN-FD-14-1132,,Good with cats,,,,,No,,,,11/23/2014,Mix,months,,Yes
Ginger (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7608400&key=Mqr6gy1W,Female,5-Apr,65,Belgian Malinois,Tan w/ Black,,,,,,2014,FLRN-FD-14-1133,,Good with cats,,,,,Yes,,,,11/2/2014,Mix,years,,Yes
Junie (2-Shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7723010&key=Mqr6gy1W,Female,14,8,Terrier,White and Black,,,,,,2014,FLRN-FD-14-1141,,Good with cats; puppy screen,,,,,No,,,,11/1/2014,Mix,weeks,,No
Keeley,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7742103&key=Mqr6gy1W,Female,5,25,Shepherd,,,,,,,2014,FLRN-FD-14-1143,,Mix ; puppy screen,,,,,No,,,,11/1/2014,Mix,months,Labrador Retriever,Yes
Cookie (2-shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7723998&key=Mqr6gy1W,Female,16,20,Labrador Retriever,Brown,,,,,,2014,FLRN-FD-14-1129,,,,,,,No,,,,11/1/2014,Mix,weeks,,No
Lucy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7724538&key=Mqr6gy1W,Female,5.5,7,Terrier,Tan,,,,,,2014,FLRN-FD-14-1145,,Good with cats;puppy screen,,,,,No,,,,11/4/2014,Mix,months,,Yes
Marissa,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7653851&key=Mqr6gy1W,Female,1,35,Shepherd,,,,,,,2014,FLRN-FD-14-1146,,Good with cats,,,,,No,,,,11/1/2014,Mix,years,,Yes
Miranda (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7593818&key=Mqr6gy1W,Female,1.5,18,Chihuahua,Reddish Brown,,,,,,2014,FLRN-FD-14-1147,,,,,,,Yes,,,,11/2/2014,Mix,years,,Yes
Heinz,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7777713&key=Mqr6gy1W,Male,12,14,Golden Retriever,Tan/Yellow/Fawn with White,,,,,,2014,FLRN-MD-14-1137,,puppy screen,,,,,No,,,,11/2/2014,Mix,weeks,Yellow Labrador Retriever,No
Helen,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7787535&key=Mqr6gy1W,Female,12,14,Golden Retriever,Golden/Chestnut,,,,,,2014,FLRN-FD-14-1138,,puppy screen,,,,,No,,,,11/1/2014,Mix,weeks,Yellow Labrador Retriever,No
Howie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7777709&key=Mqr6gy1W,Male,12,14,Golden Retriever,Golden/Chestnut,,,,,,2014,FLRN-MD-14-1140,,puppy screen,,,,,No,,,,11/1/2014,Mix,weeks,Yellow Labrador Retriever,No
Lilith,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7640381&key=Mqr6gy1W,Female,1.5,15-Dec,Miniature Pinscher,Black w/ White and Tan,,,,,,2014,MTHY-FD-14-1078,,severe resource guarding -- no kids. best with small confident dog or as only dog,,,,,No,,,,11/9/2014,Mix,years,Chihuahua,Yes
Libby ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7691231&key=Mqr6gy1W,Female,9,8,Terrier,White,,,,,,2014,FLRN-FD-14-1112,,puppy screen,,,,,No,,,,11/6/2014,Mix,weeks,,No
Rico,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7462401&key=Mqr6gy1W,Male,1,10.8,Chihuahua,White w/ Tan,,,,,,2014,MTHY-MD-14-0907,,chi mix - no kids under 15; passed shelter cat test,,,,,No,,,,11/6/2014,Mix,years,,Yes
Spice,,Female,14,15,Pit Mix,Tan Brindled,Y,,,,,2014,OTHR-FD-14,,Abandoned at friendship with a fractured leg -- it is splited and healing well,,,,,,,,,,,,,
Spud,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7745766&key=Mqr6gy1W,Male,5,25,Labrador Retriever,Black w/ White,,,,,,2014,FLRN-MD-14-1151,,puppy screen,,,,,No,,,,11/7/2014,Mix,months,,Yes
Tyra,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7484661&key=Mqr6gy1W,Female,11,22,Shepherd,Tan,,y,,,,2014,FLRN-FD-14-1058,,Passed Shelter Cat test ,,,,,No,,,,10/5/2014,Mix,months,Terrier,Yes
Townsend,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7723532&key=Mqr6gy1W,Male,2,12,Dachshund,Black w/ Brown,,,,,,2014,FLRN-MD-14-1152,,neuter incision issues (wearing cone),,,,,No,,,,11/8/2014,Mix,years,Terrier,Yes
Trinity,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7743891&key=Mqr6gy1W,Female,1,50,Shepherd,Black w/ Brown and White,,,,,,2014,FLRN-FD-14-1153,,passed cat test ; walks alone not enough ,,,,,No,,,,11/9/2014,Mix,years,Border Collie,Yes
Trixie (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7563450&key=Mqr6gy1W,Female,3,40,Terrier,Gray,,,,,,2014,FLRN-FD-14-1154,,Interested in cats but behaving,,,,,Yes,,,,11/9/2014,Mix,years,,Yes
Trudy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7762466&key=Mqr6gy1W,Female,2-Jan,45,Shepherd,Brindle w/ White,,,,,,2014,FLRN-FD-11-1155,,"passed shelter cat test; walks alone not enough; ""puppy energy; walks alone not enough; still a bit mouthy""",,,,,No,,,,11/5/2011,,,,No
Kamden,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7742086&key=Mqr6gy1W,Male,5,25,Shepherd,Black,,,,,,2014,FLRN-MD-14-1142,, puppy screen,,,,,No,,,,11/9/2014,Mix,months,Labrador Retriever,Yes
Kia,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7742116&key=Mqr6gy1W,Female,5,25,Shepherd,,,,,,,2014,FLRN-FD-14-1144,,puppy screen,,,,,No,,,,11/9/2014,Mix,months,Labrador Retriever,Yes
Janet,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7677529&key=Mqr6gy1W,Female,10,15,Dachshund,Brown and Black,,,,,,2014,FLRN-FD-14-1099,,good with kids,,,,,No,,,,11/8/2014,Mix,months,,Yes
Ian,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7666696&key=Mqr6gy1W,Male,4,9,Terrier,Yellow w/ White,,,,,,2014,PRCO-MD-14-1082,,puppy screen,,,,,No,,,,11/9/2014,Mix,months,,No
https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7869115&key=Mqr6gy1W,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7722946&key=Mqr6gy1W,Sue D & Jena (ON) / Suzy B (FT),2,11,9-Jul,weeks,Border Collie, new this week;puppy screen,,,,2014,FLRN-FD-14-1128,,Black w/ White,,,,,No,,,,11/8/2014,Mix,years,,Yes
Cami,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7628285&key=Mqr6gy1W,Female,3,35,Shepherd,Yellow,,,,,,2014,MTHY-FD-14-1075,,"high energy, walks not enough; doesnt always know how to interact well with other dogs;on fluoxetine (prozac) for anxiety",,,,,No,,,,11/9/2014,Mix,years,,Yes
Burlap,,Female,10,35,Labrador Retriever,Tan w/ white,,,,,,2014,FLRN-FD-14-1125,,fine with cats; puppy behavior; walks alone not enough,,,,,No,,,,11/9/2014,Mix,months,,Yes
Betty,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7517533&key=Mqr6gy1W,Female,5.5,,Shepherd,Yellow and White,,,,,,2014,PRCO-FR-14-1081,,"young shep mix, walks alone not enough; puppy screen",,,,,No,,,,11/9/2014,Mix,months,Hound,Yes
Eldy,http://www.petfinder.com/petdetail/28896396/,Male,3.5,70,Lab,tan with white,,,,,,2014,PRCO-MD-14-0837,,,,,,,No,,,,11/7/2014,Mix,years,,Yes
Bob,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7825745&key=Mqr6gy1W,Male,4,20,Spaniel,Red and White,,,,,,2014,PRCO-MD-14-1169,,,,,,,No,,,,11/8/2014,Mix,years,,Yes
Makana,https://www.petfinder.com/petdetail/29481372/,Female,3,14,doxie/rat terrier,brown,required,,,,,2014,PRCO-FD-14-0673,,"injured leg trying to escape crate. setting up appt at friendship; very shy, needs 2nd dog",,,,,No,,,,11/10/2014,Mix,years,Rat Terrier,Yes
Bagel,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7868990&key=Mqr6gy1W,Male,11,9-Jul,Border Collie,Golden w/ White,,,,,,2014,MTHY-MD-14-1177,, new this week;puppy screen,,,,,No,,,,11/14/2014,Mix,weeks,,No
Cody,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=6976899&key=Mqr6gy1W,Male,3,55,Labrador Retriever,,,,,,,2014,KINS-MD-14-1175,,walks alone not enough,,,,,No,,,,11/16/2014,Mix,years,Black Labrador Retriever,Yes
Cakusola,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7762503&key=Mqr6gy1W,Female,1,10.8,Chihuahua,Brown,,Yes,,,,2014,MTHY-FD-14-1157,,chi mix - no kids under 15; passed cat shelter test,,,,,No,,,,11/15/2014,Mix,years,,Yes
Belinda (2-shot),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=7723469&key=Mqr6gy1W,Female,12,4,Chihuahua,Brown,,,,,,2014,FLRN-FD-14-1122,,puppy screen - chi mix; no kids under 15,,,,,No,,,,11/15/2014,Mix,weeks,,No
